CUSTOMER_ID,GENDER,AGE,ANNUAL_INCOME_INR,SPENDING_SCORE,PROFESSION,WORK_EXPERIENCE,FAMILY_SIZE,SOURCE,STG_LOAD_TS
289,Female,21,5000,91,Marketing,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
290,Female,93,19000,58,Engineer,1,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
291,Male,9,27000,62,Entertainment,7,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
292,Female,10,68000,80,Doctor,6,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
293,Male,11,38000,66,Artist,8,8,CRM_CUSTOMER,2025-08-29 15:35:19.224
294,Female,48,50000,36,Engineer,6,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
295,Female,73,80000,73,Entertainment,2,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
296,Female,66,69000,43,Executive,9,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
297,Female,79,31000,91,Engineer,3,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
298,Male,62,87000,41,Doctor,6,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
299,Male,17,79000,16,Artist,1,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
300,Male,32,32000,86,Entertainment,5,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
301,Male,85,153787,100,Entertainment,3,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
302,Male,31,95851,16,Healthcare,5,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
303,Female,31,145015,73,Healthcare,6,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
304,Female,38,148539,7,Healthcare,5,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
305,Female,90,117319,21,Lawyer,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
306,Female,65,180243,26,Marketing,6,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
307,Female,63,165052,12,Artist,4,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
308,Female,61,120487,14,Doctor,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
309,Male,26,112766,83,Engineer,8,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
310,Female,17,156488,65,Engineer,1,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
311,Male,56,97562,15,Executive,5,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
312,Female,12,77501,30,Engineer,5,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
313,Female,24,118302,100,Lawyer,5,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
314,Female,13,64277,9,Executive,9,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
315,Male,12,53927,77,Doctor,2,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
316,Male,72,93921,93,Lawyer,9,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
317,Female,54,132046,8,Homemaker,4,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
318,Male,45,183217,91,Artist,7,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
319,Male,66,182937,44,Marketing,8,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
320,Female,27,68272,56,Healthcare,8,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
321,Male,36,69841,21,Engineer,10,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
322,Male,5,69078,60,Lawyer,13,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
323,Female,89,110667,100,Healthcare,2,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
324,Male,13,95469,94,Doctor,6,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
325,Female,91,102861,40,Artist,4,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
326,Male,16,133551,7,Artist,3,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
327,Female,63,64589,90,Engineer,7,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
328,Male,52,152755,39,Engineer,4,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
329,Female,37,92313,58,Healthcare,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
330,Female,78,98922,2,Artist,2,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
331,Male,24,165846,33,Engineer,0,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
332,Female,4,93713,62,Engineer,3,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
333,Male,84,137641,67,Healthcare,0,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
334,Male,0,173743,96,Artist,0,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
335,Female,67,116126,58,Entertainment,10,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
336,Female,32,112246,30,Healthcare,8,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
337,Female,39,69384,75,Healthcare,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
338,Female,68,76529,62,Healthcare,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
339,Female,7,123804,28,Doctor,14,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
340,Female,76,68292,55,Artist,8,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
341,Female,84,173185,99,Artist,3,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
342,Male,75,142034,82,Entertainment,1,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
343,Male,22,107941,61,Artist,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
344,Female,90,149840,61,Engineer,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
345,Female,4,148431,99,Healthcare,1,8,CRM_CUSTOMER,2025-08-29 15:35:19.224
346,Female,78,126599,84,Lawyer,0,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
347,Female,58,57180,22,Healthcare,9,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
348,Female,99,184426,41,Artist,9,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
349,Female,24,151085,39,Marketing,2,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
350,Female,88,166107,98,Artist,13,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
351,Female,92,67850,91,Artist,9,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
352,Male,99,173394,4,Engineer,13,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
353,Female,51,72303,98,Lawyer,7,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
354,Male,23,181760,35,Healthcare,14,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
355,Female,13,146858,75,Doctor,9,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
356,Male,22,172923,20,Engineer,6,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
357,Female,89,115811,87,Homemaker,11,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
358,Male,20,184324,51,Marketing,13,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
359,Female,72,67353,19,Lawyer,9,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
360,Male,17,165999,71,Healthcare,9,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
361,Male,90,164914,18,Artist,8,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
362,Male,99,63364,61,Entertainment,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
363,Female,39,182352,73,Engineer,4,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
364,Female,37,148544,56,Entertainment,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
365,Male,46,62833,85,Artist,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
366,Male,65,120627,72,Healthcare,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
367,Female,60,130898,30,Artist,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
368,Female,93,103130,74,Executive,12,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
369,Male,72,106681,15,Healthcare,9,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
370,Female,36,87353,25,Entertainment,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
371,Male,52,88046,61,Artist,8,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
372,Female,72,98168,49,Entertainment,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
373,Female,28,178265,5,Lawyer,2,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
374,Female,48,167232,92,Doctor,6,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
375,Male,85,140478,43,Doctor,6,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
376,Male,22,159296,83,Artist,8,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
377,Female,30,144043,78,Doctor,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
378,Male,46,72594,64,Artist,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
379,Female,82,180288,77,Artist,2,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
380,Female,73,165734,51,Entertainment,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
381,Male,8,175407,2,Artist,5,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
382,Male,90,70201,8,Engineer,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
383,Male,34,91503,26,Artist,0,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
384,Female,10,184522,43,Artist,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
385,Female,79,143560,83,Artist,1,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
386,Male,83,131574,97,Artist,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
387,Female,20,151124,18,Artist,15,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
388,Female,25,67447,5,Artist,15,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
389,Female,26,117454,8,Healthcare,16,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
390,Female,18,86203,23,Doctor,13,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
391,Female,7,136231,10,Artist,7,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
392,Male,1,89144,1,Doctor,12,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
393,Male,21,119116,30,Artist,17,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
394,Female,86,163463,31,Artist,9,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
395,Female,75,151696,82,Artist,15,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
396,Male,78,184736,52,Lawyer,13,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
397,Female,87,70419,69,Homemaker,6,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
398,Female,8,119104,41,Entertainment,14,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
399,Male,59,130950,28,Executive,5,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
400,Male,13,140950,77,Artist,15,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
401,Female,55,82285,35,Engineer,16,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
402,Female,50,91389,92,Healthcare,11,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
403,Male,54,186359,95,Doctor,13,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
404,Male,13,178989,46,Doctor,14,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
405,Male,79,166335,45,Engineer,5,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
406,Female,65,119889,11,Artist,17,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
407,Female,51,66852,73,Executive,15,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
408,Male,18,103896,36,Executive,16,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
409,Male,21,187761,87,Healthcare,2,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
410,Male,37,102717,93,Healthcare,7,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
411,Male,83,102647,83,Entertainment,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
412,Female,96,113585,31,Lawyer,0,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
413,Female,65,86509,88,Artist,0,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
414,Male,80,59099,44,Marketing,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
415,Female,75,135088,5,Lawyer,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
416,Female,87,110870,78,Engineer,1,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
417,Female,86,187667,12,Artist,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
418,Female,36,124614,25,Artist,8,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
419,Female,78,166492,40,Homemaker,9,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
420,Female,62,172758,69,Entertainment,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
421,Male,89,122430,19,Healthcare,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
422,Female,56,183540,96,Entertainment,0,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
423,Female,35,96484,34,Artist,5,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
424,Male,33,112587,71,Artist,1,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
425,Female,58,155672,71,Entertainment,7,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
426,Female,68,72847,93,Artist,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
427,Male,38,71897,32,Entertainment,2,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
428,Male,31,158479,57,Doctor,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
429,Male,90,89251,4,Entertainment,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
430,Male,28,179911,24,Engineer,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
431,Male,1,111558,85,Healthcare,7,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
432,Male,78,127615,78,Executive,10,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
433,Female,23,50076,32,Artist,3,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
434,Female,25,77779,62,Artist,4,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
435,Male,59,169999,38,Engineer,5,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
436,Female,7,106581,76,Doctor,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
437,Female,24,78223,41,Lawyer,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
438,Male,76,136259,14,,0,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
439,Male,37,153399,93,Entertainment,1,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
440,Female,6,162858,91,Artist,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
441,Female,0,57373,29,,0,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
442,Male,3,133602,47,Artist,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
443,Female,95,66322,88,Artist,0,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
444,Female,0,68761,16,Lawyer,1,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
445,Male,7,70749,86,Artist,13,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
446,Male,54,65874,87,Artist,7,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
447,Male,89,115996,24,Engineer,15,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
448,Female,58,67097,91,Engineer,6,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
449,Female,12,108027,64,Artist,13,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
450,Male,7,176349,80,Healthcare,8,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
451,Male,11,88452,40,Healthcare,8,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
452,Male,74,128266,55,Engineer,7,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
453,Female,64,156777,20,Healthcare,7,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
454,Female,48,123234,50,Lawyer,10,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
455,Female,8,60790,38,Artist,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
456,Female,15,181332,99,Artist,14,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
457,Male,1,187297,7,Artist,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
458,Female,21,153885,86,Artist,6,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
459,Male,84,53500,44,Marketing,3,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
460,Female,5,69443,28,Doctor,4,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
461,Female,47,124072,56,Lawyer,0,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
462,Female,96,135800,29,Healthcare,0,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
463,Male,93,120597,96,Artist,2,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
464,Female,16,91358,11,Entertainment,1,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
465,Male,56,53231,41,Marketing,0,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
466,Female,76,156330,31,Engineer,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
467,Male,0,186002,80,Doctor,15,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
468,Female,70,111760,53,Executive,12,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
469,Female,47,143906,12,Artist,4,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
470,Male,13,182410,22,Healthcare,11,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
471,Male,86,98463,46,Homemaker,10,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
472,Male,91,93762,28,Artist,15,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
473,Male,97,104582,50,Healthcare,8,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
474,Male,20,130813,92,Artist,17,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
475,Female,11,59202,92,Healthcare,5,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
476,Female,28,79968,45,Lawyer,9,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
477,Male,32,104824,42,Artist,0,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
478,Male,82,188719,30,Lawyer,0,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
479,Male,39,187536,66,Healthcare,3,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
480,Male,7,134008,85,Entertainment,2,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
481,Female,13,176397,71,Artist,6,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
482,Female,34,154888,43,Healthcare,9,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
483,Male,76,155622,81,Healthcare,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
484,Female,30,62330,60,Healthcare,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
485,Female,69,112838,34,Healthcare,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
486,Male,22,58283,59,Homemaker,2,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
487,Female,60,77857,81,Artist,1,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
488,Male,66,125024,25,Artist,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
489,Female,57,136242,34,Artist,9,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
490,Female,60,81934,81,Healthcare,1,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
491,Female,59,130511,97,Artist,3,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
492,Female,54,144502,88,Lawyer,3,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
493,Male,90,63769,6,Artist,4,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
494,Female,14,66760,20,Artist,0,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
495,Female,34,135115,54,Entertainment,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
496,Female,85,179877,17,Healthcare,12,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
497,Female,83,93351,65,Doctor,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
498,Male,12,84547,96,Homemaker,3,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
499,Male,95,121725,3,,12,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
500,Male,41,65723,91,Artist,6,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
501,Female,38,96794,96,Healthcare,6,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
502,Male,68,72352,61,Healthcare,8,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
503,Female,4,53097,21,Healthcare,0,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
504,Female,5,144831,17,Artist,1,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
505,Female,3,183851,10,Doctor,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
506,Female,20,111896,90,Executive,1,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
507,Female,3,64824,30,Executive,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
508,Male,36,88565,16,Healthcare,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
509,Female,70,104974,63,Artist,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
510,Female,17,167060,47,Artist,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
511,Female,31,69018,17,Artist,6,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
512,Female,48,174109,96,Entertainment,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
513,Male,28,62186,29,Marketing,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
514,Male,97,183783,70,Healthcare,9,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
515,Male,81,83771,1,Artist,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
516,Female,37,148196,91,Artist,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
517,Male,85,131742,87,Entertainment,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
518,Female,78,59971,94,Homemaker,14,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
519,Female,13,88960,2,Entertainment,13,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
520,Female,53,140107,38,Healthcare,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
521,Female,41,161896,49,Entertainment,1,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
522,Female,9,57272,60,Engineer,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
523,Male,20,119952,2,Healthcare,8,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
524,Female,98,167197,63,Doctor,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
525,Female,44,186116,2,Healthcare,8,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
526,Female,66,134677,59,Healthcare,15,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
527,Female,58,180479,74,Healthcare,0,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
528,Male,97,112783,21,Artist,9,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
529,Male,13,150258,17,Doctor,0,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
530,Male,48,115832,92,Artist,2,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
531,Female,47,104834,44,Artist,0,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
532,Male,93,152571,66,Doctor,14,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
533,Female,11,162287,45,Engineer,3,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
534,Female,68,171761,59,Doctor,1,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
535,Female,87,77709,73,Artist,0,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
536,Female,22,95053,17,Entertainment,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
537,Male,89,74820,33,Doctor,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
538,Male,57,152267,92,Engineer,9,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
539,Male,91,71925,14,Artist,4,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
540,Female,84,151340,95,Artist,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
541,Male,56,162921,51,Executive,0,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
542,Female,26,52234,30,Executive,1,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
543,Female,56,100271,87,Artist,1,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
544,Female,6,170266,23,Artist,3,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
545,Female,33,88763,1,Entertainment,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
546,Female,89,107359,26,,10,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
547,Male,99,164781,83,Engineer,0,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
548,Female,25,156016,85,Artist,2,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
549,Female,96,186882,40,Entertainment,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
550,Female,35,99300,88,Homemaker,5,2,CRM_CUSTOMER,2025-08-29 15:35:19.224
551,Male,16,58127,65,Marketing,0,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
552,Female,81,89211,12,Doctor,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
553,Female,7,148607,59,Homemaker,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
554,Female,31,139592,62,Marketing,1,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
555,Female,16,172051,62,Healthcare,1,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
556,Male,89,57033,99,Artist,0,4,CRM_CUSTOMER,2025-08-29 15:35:19.224
557,Male,84,117612,63,Engineer,0,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
558,Male,40,185321,96,Artist,0,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
559,Female,17,186577,5,Healthcare,8,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
560,Male,0,151298,89,Artist,0,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
561,Female,69,123925,52,Artist,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
562,Female,17,169496,12,Lawyer,11,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
563,Female,0,142892,25,Entertainment,8,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
564,Female,34,58979,3,Entertainment,9,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
565,Female,51,141416,100,Healthcare,15,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
566,Male,54,104854,67,Healthcare,1,7,CRM_CUSTOMER,2025-08-29 15:35:19.224
567,Female,19,180331,14,Artist,17,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
568,Female,99,172896,13,Engineer,0,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
569,Female,2,101451,82,Healthcare,4,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
570,Female,91,189974,37,Engineer,8,1,CRM_CUSTOMER,2025-08-29 15:35:19.224
571,Male,65,90084,65,Artist,1,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
572,Female,47,112247,24,Executive,4,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
573,Female,91,181775,61,Artist,4,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
574,Female,64,59088,31,Artist,1,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
575,Female,91,60856,23,Artist,1,6,CRM_CUSTOMER,2025-08-29 15:35:19.224
576,Male,32,149900,34,Artist,6,3,CRM_CUSTOMER,2025-08-29 15:35:19.224
577,Male,15,142776,98,Engineer,8,5,CRM_CUSTOMER,2025-08-29 15:35:19.224
