CUSTOMER_PROFESSION_HK,CUSTOMER_HK,DV_LOAD_DATETIME,DV_RECORD_SOURCE,PROFESSION,RISK_CATEGORY,ANNUAL_INCOME_INR,ANNUAL_INCOME_BUCKET,WORK_EXPERIENCE
DBCD0B8B6315344625DCF703ADD3B5401A11717F93B5CDD7944583F23EA8289E,AEAA6370266A3650553410B0D9F8F3E02AA6BDFE68A2380A118FB3CF4A7D832F,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,124125,MEDIUM,1
802C50EF3A0F969A19A3A3928CCAD3C40CEE6FB1C09F5E04DE0D77CCABC2D52F,E41FBDA961C9B0A19E1232A464BDF5A03C5B5568B12147EE234D4A473C425BEB,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,150187,MEDIUM,0
DFB824E406BCD9AEAF5D6484948956B59BF043986AB3971EC0FC66B1A512048C,F8D64A31EB7D864DA9252B7E5DD2659229CF1A3C4BF9D6D544C0318C81E13CFF,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,116813,MEDIUM,10
AC3B7853D82878CC9F67D5BEE889C258C4F370533296F1251023AFC85E37E912,10F15D8A9D76DA2D65DE8B9FA59150F6591AE53813E3789272A344EDEC36A04D,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,176147,MEDIUM,0
0D41FD1D689F6D6294BE8CBF7E224DA86C3435AA95FE6171230127B28482383D,F6C9DA6121853FCC02A24A3BC2D82FBA916FE4E73622149627B97605D1DCA2EC,2025-08-29 15:35:21.759,CRM_CUSTOMER,Lawyer,LOW,155881,MEDIUM,0
2B36C8274907FED523D0AF0914D8CCAD182763E0EEF773EC290A94DB3C57786C,BE322FB77D654AD524A7FC2D66E1DC74DDE39E544B5A189EF09F5C8AAFC6AB3B,2025-08-29 15:35:21.759,CRM_CUSTOMER,Doctor,HIGH,86154,LOW,1
0FEB4725183FAF2F54E7EED41C604D19AF81CD36AE5C55810194465534868FB1,1828526428F17576E6581A0B9C893ECF79C1FDC20F495F0BDC98B559B25B92A6,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,129215,MEDIUM,9
A0BBD08360DFC77465D75280381E37E1FEFCD5F3771C2B9670400D12C322F24B,6815FD0989FC6AA86C07AB321564405CEDF401875868F38D40A4631CAC92E599,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,153024,MEDIUM,10
40EC9DE775DD75A5F4A2428613A89A6958DCEA01AB205AA81F3CCD0147F8D5DE,85A0C85AA37D722D218815FFA1A4DF4D00D0E461FF6EEEA904446DE2A77D3775,2025-08-29 15:35:21.759,CRM_CUSTOMER,Homemaker,MEDIUM,168723,MEDIUM,7
B7AD21739A2CF6D0498ACDC783F32CE179F839DB86843EA6370B034A4703D7C5,6953C2A883537CC80135516935DE542987C2CD76F94D8CBF2AD004D7BF4C6195,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,130118,MEDIUM,0
323E592064634153DE4661AD8221CFB6495DBEB400065B0C78E60D8DF2611BC7,0E6801798CEA548D4BDB92AF10E38939F59AF24C4558A458707F8C970801A9C7,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,184481,MEDIUM,0
084BCDFF0B4C1AD12A266731B5A08BD26783C16C2FFE2393FB2C10D6C3347276,6D6E1059500DDB11AEFEC9D93E6847AAB619CC084BE4A20D11FFA1E58EC4A137,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,157588,MEDIUM,2
51E11A17BD0F52710F0DA20F9B84CB7E579DD3650D5235A8EB578A54DEEF3327,40367C3CC999A9F9E951A1D33211545B84B2D5A63933B0020433000C3BB410FB,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,180956,MEDIUM,2
89A3AAEA02AC8831E2D9FB34F53617EF7515630A3325F5EA8DBA23FBDFBDFBEC,EB43272640B269219A01CAF99C5A4122D6EDC0916D45AC13C0CE80CA3AD2DEF0,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,133614,MEDIUM,7
5F2F534FFF0E72767EAD5310FC03391D839B91D369BEB3A406C4B30E8CE16259,1C053D3970411CA6BF88C28C07C635079ACAD2C969BAF0ECCCF3F53918320EB9,2025-08-29 15:35:21.759,CRM_CUSTOMER,Doctor,HIGH,127479,MEDIUM,10
D774F9A0B34DD16E4EA18DE8B30F0D2E4DCAD03C69B293930E4D4CD65DED2853,63D942DA157A1EE4E0CF3F5BBF3984243788E786641466444CF3F5C2C604D41D,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,85908,LOW,5
74E27F3ADA5068EC1D71CC51C209BEBA722D607179634B51F9767E2249E46B9E,4CD468501FC1A553F49A7098424C51D2ED7F6D546266ADDCC16E50A008EE148C,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,139806,MEDIUM,4
41B90BD2F6A65341329DA09F8CA9EC18092BE71F8B8C1E514CB757E3111F89AD,F1EE529EF49111208F1C1646C53C8C311C9F093FD7891C1B46D77E98210B018D,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,163509,MEDIUM,10
FCC6E5E2FA47EC0FE447C2B46EF19BAB6FBD6A9C17865F98276B0F1873F9F83C,05FB3C9A7F20D8C60ADE227BA6ED41510428C5D3E3847EAC78EB486B06D2FAE4,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,180341,MEDIUM,1
1FD6284699F8F5EA2C0232EFAD32C01C2EA58E3A7A800811DA3A8ABCB5DDB5C6,1D16BB3354A11B509E641DB094CA078BE290298B0EC32C6B46B88FE919A1A8ED,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,189689,MEDIUM,8
023B670E660BC5B771DD6866926F5CC1B7622C8DFADB48B70313B8A641E0F4BA,C6BB15225ECA43ACA18F2CEB395C34012A6F95FE76C097576C04BE49F5875FA3,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,69025,LOW,0
F588D2A897A12FCF147659C86FBBE3ED650FB4ABB00E67F401740097BE58D630,CDBE4E7E26E3A55307DAC9DA65EDC0D33FA6B54F79A83373CB997770856C23BD,2025-08-29 15:35:21.759,CRM_CUSTOMER,Homemaker,MEDIUM,123246,MEDIUM,8
312F03216381ABBAF79CCD05C26DB5FC567A4969F28E6A49719CD30C53A65E72,1B9FC6751BC015632376866FC870C6FBE6CEAEE88B4A7107E4018567A7C0A77F,2025-08-29 15:35:21.759,CRM_CUSTOMER,Lawyer,LOW,91213,LOW,3
A71A741E7CC90E55993042DA5BAEC06CEB79A4450D1AABFD81C2C7C3BBF2C042,8429476DAF79869660E1228853868AE86AE9EC97893D38AE2BE5AC85618D9082,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,100099,MEDIUM,1
67CC8FB098CAC3A9CCB1A012464D372A99A11DAA2974220337D8CDE5FD1EE5A2,41E32284DF1A73272655A26BFE6D4919ED6504972CC47461330A26E90CD9DDC3,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,62617,LOW,9
59EFF1C42AB7FD67B1132D92A3D6560D7358D40D0C4813D4279E682E26F0E134,B1D7183EF649ED5AAC1542C4251412D09B4F184DA562F85C41CB42DCAE430335,2025-08-29 15:35:21.759,CRM_CUSTOMER,Lawyer,LOW,164214,MEDIUM,0
6F6D7EDEF10022748528C83C27A2B349DDD8123DAB2ACFFFE017F8A264B7AD6C,D2388821E8B13716FC4A68F4A82FD8C66265B9CCCB7B7ED3AD88D3BE47418B9C,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,182631,MEDIUM,5
08085C6D2C7DD4446D328BD12C7600F2F253EDC7917500828498F6EC2F524342,AD7A0849A3EA6E33C1E2B80F50222F76EDA56D2F4C154039A99AA710F7800C7B,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,170403,MEDIUM,4
41B5FDC7DD95FB27B9301ECA0807641E5F0C4C6A259760D2C7DE257AF43854E6,19D0B0D4077454BDEC0D553CC96CE822959A5707D28DE909CD32395EB0B6F645,2025-08-29 15:35:21.759,CRM_CUSTOMER,Engineer,LOW,79806,LOW,1
9BA410DF3BB6A2456582D3B2DB9DD8E55795DAF7C892B26A88FBD9D31FA83278,C676B6E9A4CA6B5AC36368E46B51915A0FCF7371A90C9155DDFA82195555496A,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,61228,LOW,1
8C5865F67D46C775E3D8FAF9C611B1A7E3A40E01D815674E7E2BB6CF8BED75B5,E97776493F213D50B346F81E3F93A78AAD1FD0F19C051A38BD8F88B43E46E5B5,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,88720,LOW,10
8E23D74210EEB12D30444359218BF11E8C865CC52A36323472B0A651D40AA2FE,78332745628EA113B091333B92951F03561D14E3EEA87BA572B594634AD3054D,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,110434,MEDIUM,7
3250BE7C627C66366970B50C176D6A182FF5C995F44C0AC302247C6AB1062B6B,6D271914B437B2DACC234633E11FA7FB0F290788ECDD37E370C942C4BCED4173,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,120838,MEDIUM,1
7EF9B65EF7087BE0202116DC6F7B2346AEE1D36EDAE8F6B7A59CC63E1DA36238,CF1881DF6F1696C2E59B47FDE80838E66A1DFAD4F0E993FD686186333456B55D,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,141359,MEDIUM,4
E1991FB90A3B4630191F525040B0B774C067919637ED693FD16F121A07508442,EB5AF8AB99B55CDA453F70E6A92C7B327BD8F76F49FF6A81C18ADE4C26690057,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,145654,MEDIUM,6
D206AE9B5C2C57898213CE5962CCA3502662D2CDF39AEAF9259DB104B8536D7B,8B7A686FC953486DA2536DE59C04F7BD7E9FF208031DBBA0AF5C50E8A1FFA680,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,58999,LOW,7
569F1859D0D4EFE2DF555EE7B26B5BB3F40926EBBCCC4B68AD89A517CE3B8813,202FD26F14D638CCB40975163AB0F05E1ACF24C04A30708B3E0ABFAC44301A08,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,133252,MEDIUM,1
599C246E36B2089B2CB4DB9758E60FCA62D628456129B53659CAE9A2A8D7944A,9B5173BA93DECD311F89513F060A62D652EC189F0DBA97DB15C2A07787ADD029,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,150778,MEDIUM,1
EE1EC524B28F8F0A42F0ED7DD017CDD8CE114566C77B1B38F1664140D05A1795,BD54ADA8575526CDB3DF5A6357270FDF7A4BFD6F8ED8ECE88CBA7E9342E6B02F,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,51604,LOW,0
346F2DD0C2AE0BBF667F792523EA3EEF44DBC1308D8965A7C1F5AA791DFDF940,8C9EDA5BB5B3CC9E59A1A08E2FF9DBA0EC84F1372F45056454E4EF18BC799263,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,125508,MEDIUM,1
6794AB896DD7884883D8C64725D1DAC8761378029355E557FD817C17F7FD17DF,13B4088F2F9A285E22128D11A6A1A31254BAF9936C0192655D32A7F563AAD503,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,129971,MEDIUM,8
2B5CB15FB45B9390C0CB4DB1DB5E44CD6BD44FA77D445E86ED118BA0B35DAAC2,8E93E440F571A4DAC32666EF784BF1F995B3AE865D4A9AA0EF981A44442AD39E,2025-08-29 15:35:21.759,CRM_CUSTOMER,Engineer,LOW,104160,MEDIUM,4
45AA14402EDCAE6BE8EF7CBAB725EB53ACA13597689E24BD17877815A4EB1A09,5325302E6A26D6E63F0988D276AF9E618E78B9997C4893665618FCE15AF0FFF3,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,134644,MEDIUM,1
4BC13AD591B93EB50469ECBFDFFC22561C3319DA56506FC95A28D197A80D3AAA,BAA8A6ECBABBD5EF02222983B23A4FBD1D794CCA68C767E07D67AF2D9F46E737,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,125591,MEDIUM,8
06D8534FB183A78863AF2D775A8B5C0E8874048587C041D588E6E25A051E3051,5932CB6E58EF979208D6B91FCFE0D47C278D78451E733978D35F8B14DB88C305,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,61298,LOW,0
AAED7BA5578DBCEC3C38D91FAA559EA69651F926C8DA613550E9CD40284CD3EC,E41D64DB5703C6440B5C714D57251A845BC0BD241480B41A4E7FD3E052F85A82,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,51199,LOW,7
6B04288F108DEF6F4A1CBD6FCA71880C70F3D11C0FCB5B799AFB55DC54DE9525,3B1FBA0616142D348BD8A977E3AA3D65DAB82A5AC11ED16D4E22FF5460458D4F,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,174786,MEDIUM,4
46FC3DF620A9F55AF685481547C61124F6E84BBBE42D1F6A04F261DBC9F0392F,D982309A461BCC3ABC15489201522C8DF291AA650EABAFDA45F1583B03992CC9,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,137973,MEDIUM,7
40BBD0312198025A61C2D7D9D2AE8A0699EA7CCFA8C99C0F4DBD043FD6FAD51A,01A0123885EBEC5B37B52DDC058C20D052525C654B69E7B7BFD5FEB291428BBA,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,158280,MEDIUM,6
D1FE94B94975BC84E3750C3970FA4518B4BD01B2C9E821990138777AD09BA5A5,66A7A5807C3130EB2D0B55BB260A6A001B9D62095C94B753CBB215F3E4F099E1,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,66728,LOW,10
731FE160F3ADB327FF99B1560F8671B71DCD697EC2C721A31F227775F93D570A,D7C7673BA8CA7B0F04B1AF4DF026CBEA7FED5B8ACF59B27D33EF988C60EFF054,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,182176,MEDIUM,9
D99693189347FCCF4ACAFF3968FBFEFE4E1E9563BB91E5EA319155193C596286,EC54E99514663EDB97ADEF400FBF34A77DAAE108303D3DA8008A7DFB4CDF0F52,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,168821,MEDIUM,4
ECEB8FB0FBE545B3E540B71DA4D28576E96D29339356B9E3BFA31789D7DD5CAB,576C85C584F60555C2A024CBB99DFBBDB5F58C3BDCF28DBC8EA315FD46A388F3,2025-08-29 15:35:21.759,CRM_CUSTOMER,Engineer,LOW,127438,MEDIUM,7
760BD08544216A8788DEFE2647414359CD67640B99AF42182A8CF7ADE63027A9,78E370B587B145920213731B7C7C725E512B3B6577C51C800218A7C764C532AE,2025-08-29 15:35:21.759,CRM_CUSTOMER,Lawyer,LOW,153622,MEDIUM,6
F9BFB73EF63FC45851DA1F30A5B6B43D56B97136790CC17E0D8E07DC7F7084BB,1BC3201A9F24A2FE48F634F90D406AAF6CBF5E36E292870ECBA98D74B065EE1B,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,175254,MEDIUM,9
B0A5A8D9064094C70A0C044C85BD754FD777C1EADBE5EDBB6F48B7E6A0DC1BFF,D54123DE468BD42EA00DAFBD777F85FE5FA1FF6404D9838C007953C25C92A1C5,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,90961,LOW,9
F451B5D37C4EB68D0A25F09DE228F73DBD8F7ECC0DE580331EBED84559EDFE2A,E7F6C011776E8DB7CD330B54174FD76F7D0216B612387A5FFCFB81E6F0919683,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,58000,LOW,0
BEE1BFB8801D83F4C5E59C17CF9B503BD6508E66D05F85FA04EA91D7F6CC9C3F,7902699BE42C8A8E46FBBB4501726517E86B22C56A189F7625A6DA49081B2451,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,31000,LOW,1
91CD0398EE2297CFC2A9B1CB7463C9F6351BEF7A32DEDB04CFF0230DD24AAC43,2C624232CDD221771294DFBB310ACA000A0DF6AC8B66B696D90EF06FDEFB64A3,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,84000,LOW,1
85DE52405BB25A51FF61EC83CA1DE14AA0A8F1A219395F52CA83B1D3C5826BD3,B17EF6D19C7A5B1EE83B907C595526DCB1EB06DB8227D650D5DDA0A9F4CE8CD9,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,51000,LOW,1
8079778B46B8C5942011F93A8FFA2771B8D897D4583E82F7722BAAB430E3E8CD,4523540F1504CD17100C4835E85B7EEFD49911580F8EFFF0599A8F283BE6B9E3,2025-08-29 15:35:21.759,CRM_CUSTOMER,Homemaker,MEDIUM,29000,LOW,9
DF9D408C6AF884E59650223C6EDD58F916BA44ABA62E9EF04A0F481A793B3457,C2356069E9D1E79CA924378153CFBBFB4D4416B1F99D41A2940BFDB66C5319DB,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,71000,LOW,5
40DCC9ABD295F527E77CCD229517D8953C003F177C88B50E3AE62344FD8403F1,86E50149658661312A9E0B35558D84F6C6D3DA797F552A9657FE0558CA40CDEF,2025-08-29 15:35:21.759,CRM_CUSTOMER,Homemaker,MEDIUM,62000,LOW,9
5D02E3922041B48B2138D73D8E5E817C3B200C7F5F3D3D1CDFEA072319F2D24E,7A61B53701BEFDAE0EEEFFAECC73F14E20B537BB0F8B91AD7C2936DC63562B25,2025-08-29 15:35:21.759,CRM_CUSTOMER,Doctor,HIGH,14000,LOW,5
EABB8EDCDD6EF86148AD69FFA180D63FADD9EBCC60496258875B2BBAC5629A4B,6208EF0F7750C111548CF90B6EA1D0D0A66F6BFF40DBEF07CB45EC436263C7D6,2025-08-29 15:35:21.759,CRM_CUSTOMER,Doctor,HIGH,8000,LOW,8
D94D0026D98E510720CCCE6411F8253C56B484EEEB4E6E420E10D261F68CDD41,49D180ECF56132819571BF39D9B7B342522A2AC6D23C1418D3338251BFE469C8,2025-08-29 15:35:21.759,CRM_CUSTOMER,Doctor,HIGH,3000,LOW,0
303AF34A42891EEFDAACAD2A758CE7DEB430D401B8AC375B5F85BD79EE8575B0,349C41201B62DB851192665C504B350FF98C6B45FB62A8A2161F78B6534D8DE9,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,99000,LOW,4
474310B4B220BF0FD3114E218E17B353B7A6836F1CF102C20D938AAD423F2839,44C8031CB036A7350D8B9B8603AF662A4B9CDBD2F96E8D5DE5AF435C9C35DA69,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,34000,LOW,8
D47E30A25220923AD99918A08DA9EFB42F17D3E596D3981620B7827A6C0A2B97,B4944C6FF08DC6F43DA2E9C824669B7D927DD1FA976FADC7B456881F51BF5CCC,2025-08-29 15:35:21.759,CRM_CUSTOMER,Marketing,LOW,24000,LOW,1
CF47E64EF6549073F3FBCAF6C39CEDE974370D36F7E13E662D1818A4C89D1BBA,29DB0C6782DBD5000559EF4D9E953E300E2B479EED26D887EF3F92B921C06A67,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,67000,LOW,0
C270EB3EA9E8D93F90B9FA8F50303750D0418B8A13B98E577BB0D83461CEB3FC,6AFFDAE3B3C1AA6AA7689E9B6A7B3225A636AA1AC0025F490CCA1285CEAF1487,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,6000,LOW,1
9AB7778BB22EB98F40782CE8ECA358FBE1498FC324F1F13A4A81A55ED2EB8B0B,D80EAE6E96D148B3B2ABBBC6760077B66C4EA071F847DAB573D507A32C4D99A5,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,76000,LOW,5
F60A45E36B620B17EF6BA78B862801370F4E337F80318D8D44A5843287A469BD,C17EDAAE86E4016A583E098582F6DBF3ECCADE8EF83747DF9BA617DED9D31309,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,85000,LOW,9
74D4EAD7AC9F40B7E16D09B35EAFF742D6C76FD129EC5CA5B80EA040EE130A7D,76A50887D8F1C2E9301755428990AD81479EE21C25B43215CF524541E0503269,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,95000,LOW,3
7B961376111F5017EC3C0FF17B5B406AAFDE49FE665865DDBE389BA761A0BA35,D59ECED1DED07F84C145592F65BDF854358E009C5CD705F5215BF18697FED103,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,69000,LOW,8
C90CA576523791DFCFF51829CC0E1E50BAB1B6CFD2993E7EA2ED39A82D4EF8C9,7688B6EF52555962D008FFF894223582C484517CEA7DA49EE67800ADC7FC8866,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,95000,LOW,14
7C6D550C179AE42C5048ACEB038C341A42287C498E0DC829ADB4D500BA8424BA,81B8A03F97E8787C53FE1A86BDA042B6F0DE9B0EC9C09357E107C99BA4D6948A,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,50000,LOW,9
7EDCC2B849149213FD83358E357ADF2F21997774BB328C70E63900CB6589284D,1DA51B8D8FF98F6A48F80AE79FE3CA6C26E1ABB7B7D125259255D6D2B875EA08,2025-08-29 15:35:21.759,CRM_CUSTOMER,Entertainment,LOW,46000,LOW,0
C6606EE858381F9BF2B308058775D8A1BCCC85738C2663E6250D584BE9D88E82,E5B861A6D8A966DFCA7E7341CD3EB6BE9901688D547A72EBED0B1F5E14F3D08D,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,51000,LOW,8
99873E9A136ED799B1D2DBCE88069BAC8C6201D9FE624A31EA3179253F60FBB2,89AA1E580023722DB67646E8149EB246C748E180E34A1CF679AB0B41A416D904,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,36000,LOW,0
8ECAF13D1159752577305CA3740204E9CFDA4F85A156E624B94C59EFB8EDF459,2747B7C718564BA5F066F0523B03E17F6A496B06851333D2D59AB6D863225848,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,4000,LOW,0
C106B54D59C9E7B7826132803A07F05FC69C30048794C3A87A3798A906A006EB,01D54579DA446AE1E75CDA808CD188438834FA6249B151269DB0F9123C9DDC61,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,45000,LOW,2
21F888EAC065C939F7E6FCC0DDCA0914ED1FE9BABF8964DCB95B6AD18E65824D,41CFC0D1F2D127B04555B7246D84019B4D27710A3F3AFF6E7764375B1E06E05D,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,97000,LOW,1
F4C93F562B7B399BDEB22FE880F4A4B2FF6CAD533C6C50BF7BFBA9B77567F4C0,5316CA1C5DDCA8E6CECCFCE58F3B8540E540EE22F6180FB89492904051B3D531,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,52000,LOW,0
DC2B52DFB3EF4C9A003D13DA6C17FC3DCA15D47F4E973B78D479DDF0BF3E64C4,DBAE772DB29058A88F9BD830E957C695347C41B6162A7EB9A9EA13DEF34BE56B,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,15000,LOW,4
7DF32C9CE4479DDC79CB5EE05092BAA99286229680AE4CA45DD079211EAFB355,580811FA95269F3ECD4F22D176E079D36093573680B6EF66FA341E687A15B5DA,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,59000,LOW,7
D6434FEEFDFFDC633A0EE552398B782B375EECB4B84528A85EA670593BFAC4CC,38B2D03F3256502B1E9DB02B2D12AA27A46033FFE6D8C0EF0F2CF6B1530BE9D8,2025-08-29 15:35:21.759,CRM_CUSTOMER,Lawyer,LOW,14000,LOW,1
D306F6FF3B65A3D9F1CFC4D3C28BE56AE7F0BFB833E4C1B3447DAFA1B94F2A42,70260742C2952154C84E2EA9F68B1A7397F49B6D343DA1ED284093C0BD72C742,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,92000,LOW,5
64625FB8CA9591D49C9A1F171B695D23D27D0A950978CBBDF4E280D7A8617F3D,B4BBE448FDE336BB6A7D7D765F36D3327C772B845E7B54C8282AA08C9775DDD7,2025-08-29 15:35:21.759,CRM_CUSTOMER,Executive,LOW,46000,LOW,1
CAD745E4ECD3BFD4EFE11566C135FCA144D70EC194AB55EFF85F4A81DB4FD7E1,9D693EEEE1D1899CBC50B6D45DF953D3835ACF28EE869879B45565FCCC814765,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,89000,LOW,9
8963EC8D9A7FCAAEA617E751471E93DDEEBAECABB24F065B7618854E25D801D1,F0BC318FB8965CAD8D73D578CD03C63B7987DC6A79B906AADA091E1B6A13443F,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,9000,LOW,1
8F4D865FD00023A240FE20373A4FA4DF1E304B8C9C451C79326A630C35E797C4,51E8EA280B44E16934D4D611901F3D3AFC41789840ACDFF81942C2F65009CD52,2025-08-29 15:35:21.759,CRM_CUSTOMER,Lawyer,LOW,85000,LOW,4
CA1656E56B2C80CD7B08AF4F5AD472A31332AA682DE39A58D1E5C9B56BD57090,1D0EBEA552EB43D0B1E1561F6DE8AE92E3DE7F1ABEC52399244D1CAED7DBDFA6,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,92000,LOW,2
2527C72F09DD3EE2B89B120D64F45B11886DDB0FC4A1708CCC6C8E5E65F62CC7,79D6EAA2676189EB927F2E16A70091474078E2117C3FC607D35CDC6B591EF355,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,50000,LOW,1
6238DFFC0056B3267458D97AE33B07DE1341DEC33BA385051BE051513384F0FE,3068430DA9E4B7A674184035643D9E19AF3DC7483E31CC03B35F75268401DF77,2025-08-29 15:35:21.759,CRM_CUSTOMER,Healthcare,HIGH,86000,LOW,4
59BEAF371197DCA627099EAACDE863B89C5F79419268F07506F14901FAA80FC7,1E472B39B105D349BCD069C4A711B44A2FFFB8E274714BB07ECFFF69A9A7F67B,2025-08-29 15:35:21.759,CRM_CUSTOMER,Engineer,LOW,65000,LOW,0
9272DAD47EAE369515CBFE566A14190E413226F188018657A72EF203875C0036,BBA58959C32ABE688D9CB5222B97DE973002A67C412D6A8C8D2A79AC692F32B7,2025-08-29 15:35:21.759,CRM_CUSTOMER,Engineer,LOW,13000,LOW,3
7A33F6E6C20FFA01CB36984AA66F4873F2B82BACE0297B1B3F531AD012A304BC,3A1DFB05D7257530E6349233688C3E121945C5DE50F1273A7620537755D61E45,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,18000,LOW,1
1DDC1585C90E622727870455277A5C9373BA1CD3DFBEBD7D942C8CF9ACB37C57,27E1615212F3C6EA846ED6C412DF1361CE97F006EE20BB5AA2483A3B61D5CADD,2025-08-29 15:35:21.759,CRM_CUSTOMER,Marketing,LOW,85000,LOW,1
4343D2523257589490CB0FBCAD8C9FA2864142D2598776DC319C12B86F42C933,E0850A775C17A87060C0CF6EFAD1020E0CBEF5A44BA942BEF6ADD5776598DE53,2025-08-29 15:35:21.759,CRM_CUSTOMER,Artist,MEDIUM,43000,LOW,1
