PRODUCT_HK,DV_LOAD_DATETIME,DV_RECORD_SOURCE,DV_HASH_DIFF,PRODUCT_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_SIZES,BRAND_NAME
E67209C205E687184DF3603994E14A0CBC5F812BCFC93764E0EB5038E3B63C0C,2025-08-29 15:35:22.187,PIM_PRODUCTS,42FCBF1474D78C660323C1C14B01300683B18BAFFE5B793910B210CD52BB584D,COVER STORY1,COVER STORY1 - Westernwear-Women,solid round neck cotton womens regular dress - dark brown,"Size:Large,Medium,Small,X-Large,X-Small",cover story
365EEDCC99F34382F2CB94AB7601E5E21C814715C0EAB221716E1AAFDE0406D9,2025-08-29 15:35:22.187,PIM_PRODUCTS,F347F0F7AE8B3CFC086C6B6098329476C761A65FB9B27DE53803F763D39AFD42,COVER STORY18,COVER STORY18 - Westernwear-Women,printed recycle polyester womens dress - pink,"Size:Large,Medium,Small,X-Large",cover story
D75BA46EC54DB77725E1C3B63E6BCD1824F5B8C35DE41D7CF4890C9C25CA36CC,2025-08-29 15:35:22.187,PIM_PRODUCTS,B74C37DCB76BF01978D946408D3A049F928FB842CF2CED8B5DCA7A9219A6C73E,COVER STORY29,COVER STORY29 - Westernwear-Women,solid square neck polyester womens regular dress - navy,"Size:Large,Medium,X-Large,X-Small",cover story
3504AD291F3017178FFA00432AE5B85825093027622E5F61B2DEA0266FBC3034,2025-08-29 15:35:22.187,PIM_PRODUCTS,525153EDF1B9D5D7F0A8E337FFD05FF10ACCC598E9DE8D702F8F1D24B00ACC6C,COVER STORY36,COVER STORY36 - Westernwear-Women,printed poly blend regular fit womens trousers - orange,"Size:26,28,30,32,34",cover story
B7FB4C6D0CF8FFE4B4521D6C846E5C7C04368D1E01C9744579BA755E892CB692,2025-08-29 15:35:22.187,PIM_PRODUCTS,948CE84CF49D49469EB13AC24DE1EC9A42654BF88B641734FE43E45D1EA94421,COVER STORY46,COVER STORY46 - Westernwear-Women,solid polyester lurex square neck womens top - pink,"Size:Large,Medium,Small,X-Small",cover story
0A6DE773828A88DF3C302955B28AAE7D6EA93ABC891731F54CDFB469B4181C41,2025-08-29 15:35:22.187,PIM_PRODUCTS,90FBCD957280AB9F01EABAAED0A8DF4C2E83C2BC333C40D644EE238214C996D1,COVER STORY51,COVER STORY51 - Westernwear-Women,solid cotton spandex round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",cover story
FF5C75A6BB1E50CDFE8C85EEECBAEB313E665016817544CB9B902AD81532890B,2025-08-29 15:35:22.187,PIM_PRODUCTS,1F854AF7A0129B5B4EF1A760A8A7620D78C9D78BFA35CACB186110F43F393C1F,COVER STORY54,COVER STORY54 - Westernwear-Women,printed round neck poly mesh womens regular top - pink,Size:Medium,cover story
0940F37CE3BE2AFCDA4C6157339D02D0EC4CF8DA2E9CBB1D079F742023EBD572,2025-08-29 15:35:22.187,PIM_PRODUCTS,E7434635833AF74A43036CA09B7B487AF4B0A4311805909AD1493B9ED187DC33,COVER STORY69,COVER STORY69 - Westernwear-Women,stripes blended collar neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",cover story
5010BB920E5445F5D29CF2F9C5C00A4616166B2FA14225C8DE0EC0ACA3C75CBF,2025-08-29 15:35:22.187,PIM_PRODUCTS,8A37E834C90051F32692E296681196509082EAED397912C69E36A75FBD15EE3B,COVER STORY72,COVER STORY72 - Westernwear-Women,solid polyester women sequin women dress - lilac,"Size:Large,Small",cover story
F78C44F226863A0E082A1B3D85949722D6F7837438E853FA3E720E111BA216DF,2025-08-29 15:35:22.187,PIM_PRODUCTS,3F7E7C75DED66AD91F0583949BA27292BF2B59CA52E6BC9BCC2F08B4AF670BAD,COVER STORY106,COVER STORY106 - Westernwear-Women,womens skinny fit solid leggings - black,"Size:26,28,30,32",cover story
D34B3243A4B666DC2C1EBEEDAB5557476D71A5881E8D8C39B1AA0A638FA38B98,2025-08-29 15:35:22.187,PIM_PRODUCTS,4B17C30059EA734D06CC6ECA226411E8F5E1FA539EC8B866AB57755FD7C80227,COVER STORY120,COVER STORY120 - Westernwear-Women,printed viscose v neck womens dress - black,"Size:Large,Medium,Small,X-Large,X-Small",cover story
B3DAAB48AF30DEF1F6CB5901DC3ADB3CB1D19A79469EE6A09DB62459DA735E97,2025-08-29 15:35:22.187,PIM_PRODUCTS,D777BA6569EF6E55DA0243AFEAEE9263E80DAB2F29B86D0A798F06D15AECB58A,COVER STORY126,COVER STORY126 - Westernwear-Women,solid cotton spandex round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",cover story
06C9C8615990EF6B9DC90115286A68B8738C29B0251FFBA9788DD43015E1E7EB,2025-08-29 15:35:22.187,PIM_PRODUCTS,D0146E1E696484AD68963B899DE38DC5E7AC7E3A7D37071FD736D28B97D00EA4,COVER STORY137,COVER STORY137 - Westernwear-Women,solid round neck polyester women shift women dress - navy,"Size:Small,X-Small",cover story
55B19E1A286D2118D1C8E13C179C86B128FF20D829DA11129194DF82D861770F,2025-08-29 15:35:22.187,PIM_PRODUCTS,408038BE77E90DD802B073E98C17DBD8E537343B0B225BBFB19AE82DA9A97B3E,COVER STORY138,COVER STORY138 - Westernwear-Women,solid viscose polyester nylon round neck womens sweater - green,Size:Small,cover story
35BA78270F7C6DE62CF4337016216C981253F8E52A0D089F0FBE4FA37D8725A5,2025-08-29 15:35:22.187,PIM_PRODUCTS,32CCF81F7EAB8D875ADA673F19F85A2A89BB7A394C1FFB4C4125E8C48661DADA,COVER STORY143,COVER STORY143 - Westernwear-Women,solid viscose polyester nylon collar neck womens sweater - lilac,Size:Small,cover story
A340633A97A28B34232BD10E3AC20C5ECE0CE00B11C5F692B68D1972EA198AD0,2025-08-29 15:35:22.187,PIM_PRODUCTS,70F965D490F3309C8BA7FD2EE8AB62E208B68D406EDDD322BE9EECD11F1192F8,COVER STORY146,COVER STORY146 - Westernwear-Women,solid cotton blend round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",cover story
D9C952726154E4377D88D1B8ABD3F841997461DA97428AB5713F74F8A97A7525,2025-08-29 15:35:22.187,PIM_PRODUCTS,501CEF4A59297DA5D5981D727561ACD754234F9FD9BFB30270A4A899A8AAB04F,CRIMSOUNE CLUB4,CRIMSOUNE CLUB4 - Westernwear-Women,womens blue striped jumpsuit - blue,"Size:Large,Small,X-Large,XX-Large",crimsoune club
72AAFDB0550690F26056F4758895F980839AE302DAE0F3513C757ABDB4123C1C,2025-08-29 15:35:22.187,PIM_PRODUCTS,CDD97A55F4130BA7D1B85211D4423690190F446930E3329FA41EA120C052D2C8,CRIMSOUNE CLUB10,CRIMSOUNE CLUB10 - Westernwear-Women,womens grey solid jumpsuit - denim,"Size:Large,Medium,X-Large,XX-Large",crimsoune club
794E4533092805E087EB7CFD8A26AC8CFB4792CE2D543ABD35531407D9495545,2025-08-29 15:35:22.187,PIM_PRODUCTS,C6E4554D52A7481BD403E73D0888D43F335B4A6E06513A529DD4652BC8A22381,CLARKS1,CLARKS1 - Footwear-Women,leather slipon womens formal ballerinas - black,"Size:4,5,6,7,8",clarks
D13543126529F8E0D0D4C7E8AF1395DA40FDC5D048B8E3E456CF7EDB3050F8EB,2025-08-29 15:35:22.187,PIM_PRODUCTS,BBB72EC7D22A910ACF02F6E3D712E547A197E2D632D996E8B158651723505B03,CLOVIA27,CLOVIA27 - Lingerie&Nightwear-Women,womens cotton rich text print top - blue,"Size:Large,Medium,Small,X-Large,XX-Large",clovia
BD436140FE8B92D3D10685C57F5C1E1D61D3A727979178B6B7E122A9BAAAFB19,2025-08-29 15:35:22.187,PIM_PRODUCTS,DDEA86EE2AB069B34993F2B3C1883744C315AA848EFA386E743B9D2BBC0225E8,COVER STORY140,COVER STORY140 - Westernwear-Women,solid cotton spandex round neck womens t-shirt - green,Size:Large,cover story
276E30B89890113BD24577597E55723F00F0AE9706E5D2E7CF8302092EE85BAE,2025-08-29 15:35:22.187,PIM_PRODUCTS,AD10FCBF1137ADC2E3B8FCECF981605177C8D1E8E6811D931D5F8F4AC160B0F0,COVER STORY148,COVER STORY148 - Westernwear-Women,regular fit cotton women women jeans - olive,Size:30,cover story
8482B33D7AEA523F3133FEFA438EDF07688B762F93267B6640A8697447B82250,2025-08-29 15:35:22.187,PIM_PRODUCTS,BF825A11B5724653EEED80AC2A6DFC83580EBAF63386D552AA6848759BDEE0F9,FR001,Cologne Fragrance,ekw eau de cologne 400 ml,Small,4711
4E1FA16E1C872AE0CA96E427C0115A3054B460F3E0A2416C14A45827470A782E,2025-08-29 15:35:22.187,PIM_PRODUCTS,D0B40CC05A51531A458CA9465B07ACBE90A4802432B231293EE000068C9EA8CB,DRW5,DRW5 - Westernwear-Women,womens v-neck solid top - black,"Size:Large,Medium,Small,X-Small",109f
EE181D2F7C5DF62E569538C49E57F59A1AE98F9B707D61343DC2AB306FD6628C,2025-08-29 15:35:22.187,PIM_PRODUCTS,AE7E99F5BF5F3E2D07700C309FDB7DD5A7131A7578265A81BF3190A8A7A9D14D,DRW8,DRW8 - Westernwear-Women,womens round neck solid shift dress - black,Size:Medium,109f
1F30B42742063704AA378CC9CBA2BF7221397278BAF2A398383F0D924DF713A5,2025-08-29 15:35:22.187,PIM_PRODUCTS,974DF9CAE2537AEEA109103B810EC8ECDDDCB7840620C7C117C4B1F4A4CE58F4,DRW9,DRW9 - Westernwear-Women,womens round neck solid top - black,"Size:Large,Medium,X-Large,XX-Large",109f
1B00542DA934440CEF7ADA059DCAAF6210F68113DC48BFAB886281CB3D4F7339,2025-08-29 15:35:22.187,PIM_PRODUCTS,AC844CC60698218FA51D243D823E6D47AF9299A629C4C80F576C55F3EA6DEBB9,DRW14,DRW14 - Westernwear-Women,womens round neck embroidered top - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",109f
6F6C40CD736CE68EE5DB2B03CB8F32AB24FAE792169DDAD165D6B621DCEA4890,2025-08-29 15:35:22.187,PIM_PRODUCTS,38AE743B7C3B8FD24315080AF87EBA77F945A83F43A7B9A0313640B0B7972D76,DRW15,DRW15 - Westernwear-Women,womens 2 pocket solid pants - navy,"Size:Small,X-Small",109f
67E7CD53A52C39774F494030782547CDAA6B609FC53C3FD97F0B15548E01505D,2025-08-29 15:35:22.187,PIM_PRODUCTS,631F4E1CFE2C63FEC83439D9063E79564C6507BBFEDE0A884BA77B9311895CC4,DRW16,DRW16 - Westernwear-Women,womens ruffled collar self printed top - natural,"Size:Large,Medium,Small,X-Large,XX-Large",109f
542130D41CF8D786F96959E921678A76335C2BFE1679158787690EE908678F6A,2025-08-29 15:35:22.187,PIM_PRODUCTS,A88D60C9ABCEB23009C461FCEA98D54BCDB2D119A939F96F133698772DD591BE,DRW27,DRW27 - Westernwear-Women,womens peter pan collar solid a-line dress - black,Size:Small,109f
E0E878C0337434775DF57CD8B1903637936E0B3E042B8A8371B39B55121BBAB5,2025-08-29 15:35:22.187,PIM_PRODUCTS,13A03378650C05B374A31E86BC0B4D40E5EF76484F59CC6834781EA194790F36,DRW56,DRW56 - Westernwear-Women,womens collared stripe skater dress - cream,"Size:X-Large,XX-Large",109f
10D1FD78452B965114A0FA34EB93F786F65ECCC55FFF64611AC15903B18D8279,2025-08-29 15:35:22.187,PIM_PRODUCTS,922783E2FE1E017CEA04D9931C89CC44355FB92D1B4DAF379C61922B560590D0,DRW66,DRW66 - Westernwear-Women,womens round neck solid top - green,"Size:Large,X-Large",109f
EA6974AB4A20D023919729D424E0D28EE1F436FD5A3470B8B541DF261A0DBCFB,2025-08-29 15:35:22.187,PIM_PRODUCTS,834996B163BCE7C2ABA0C3E13E362F9EF01F01CC1CB40DAA3ADA84BEF23254E9,DRW89,DRW89 - Westernwear-Women,womens round neck printed ruffled top - blush,"Size:Medium,Small",109f
46D2FA23A627AA7487878F2B374E47486F7695F8F5BD61CB3E040D0237060604,2025-08-29 15:35:22.187,PIM_PRODUCTS,5B0F27FB19D0F05AA50E23EBF9F67F60E8A0B3E195F6A2B87A50032889FDFA25,AARKE4,AARKE4 - Indianwear-Women,regular fit calf length polyester blend womens fusion wear skirt - green,"Size:Large,Medium,Small,X-Large",aarke
1FEAB85DF7EA3C81FA4D534F020FE29F26A68BC96D3B835E79439504955F5034,2025-08-29 15:35:22.187,PIM_PRODUCTS,6C0091682DDEAD84A6D4D1F7A8C496178A9C4C6C3CD36BD302471A59C1994B1F,AARKE5,AARKE5 - Indianwear-Women,printed round neck polyester blend womens dress - blue,"Size:Large,Medium,Small,X-Small",aarke
6F1E9AD7A7D9E20C9F8432EA1734F85F57526785F2218A4A71DD24413BEC8430,2025-08-29 15:35:22.187,PIM_PRODUCTS,509698750D8CBFE2D3847106DBD4A8C19FBDBEE74AFFDC3B16893F3467DFDEF2,AARKE44,AARKE44 - Indianwear-Women,printed polyester blend collar neck womens shirt blouse - green,Size:Small,aarke
C5F97328C8D567D5E60085616C37940D37CEF60E34C55E048057AD5233FAC84A,2025-08-29 15:35:22.187,PIM_PRODUCTS,5D677F48F8F8B7D80E5CFCE0DA2A06B71A51C2F016987B1C7D9237E12C51532E,DRW35,DRW35 - Westernwear-Women,womens mandarin neck solid knee length dress - black,"Size:Large,Medium,X-Large",109f
AC3318D95F31D2F30E823AB3F72D36377D8559687E03DD993F6511F9B8F5680E,2025-08-29 15:35:22.187,PIM_PRODUCTS,8F424103F3EF614876EE5063EBD8861C6F01315D37DF1657BBEEC0BB49DCABA0,DRW42,DRW42 - Westernwear-Women,womens collared stripe top - black,"Size:Large,Medium,Small,X-Small",109f
EB29462CEA6C59F4E3E9349E84B9A45932C1617A7B5AA5BEBEDF9FE74BE9422C,2025-08-29 15:35:22.187,PIM_PRODUCTS,ABE412258D4447C3B530ACE295384E1E8595DD8BCF163730C9149D918CE298E6,DRW55,DRW55 - Westernwear-Women,womens tie up neck solid top - carrot,"Size:Large,Medium,Small,X-Small",109f
08FEBD802BA9D000917384C68C0EB7118A43BF4D42B06DEE050ABF73E01B7691,2025-08-29 15:35:22.187,PIM_PRODUCTS,7B47D25A6433C736BF1340C060564CDE3F3B22AF7A638F2EAB0B612965924D03,DRW59,DRW59 - Westernwear-Women,womens mandarin collar striped top - black,Size:Small,109f
D2A8B7BBFC51B49124CB9C14CC13D45E58487BEF8369803C77F28801181BC24B,2025-08-29 15:35:22.187,PIM_PRODUCTS,05EF0FC2CED83D2C87BE38CF3DB311430D9F03BD26B8A8EA96FFD9E81102B105,DRW67,DRW67 - Westernwear-Women,solid polyester halter neck womens top - fuschia,"Size:Large,Medium,X-Large,XX-Large",109f
3BC06DD33A88B76A9F47A532C542B5E15CDA044F30E3555D844628BF78A89F50,2025-08-29 15:35:22.187,PIM_PRODUCTS,6B670B272AC288C81A6A57B78648879CB78453B1BEC3C82E6992A0A836C4E7E1,DRW68,DRW68 - Westernwear-Women,womens notched neck embroidered top - cream,"Size:X-Large,XX-Large,XXX-Large",109f
F92892C455BA4CFE3B4DE1A8A36C540D7E179255D1AE4C8CE1B97C67E1A1FCD1,2025-08-29 15:35:22.187,PIM_PRODUCTS,1E0F1D3D4086AFBBEE70E49B029770E415C9595FC7A0F964C8908942C9B63492,DRW81,DRW81 - Westernwear-Women,womens solid jeggings - navy,"Size:Small,X-Small",109f
17DB8755798CDC4ACF6D2D607AE5956E4F397702E4BD756C450B8E38CCF2C8F5,2025-08-29 15:35:22.187,PIM_PRODUCTS,6CE22AEE9BCFA618CDE75CE07E784F79D60235EB3C7CA9ED9292E728A008B9ED,DRW104,DRW104 - Westernwear-Women,womens round neck embroidered top - coral,Size:Small,109f
58341D577E32D82B11B663BF61509B974C6A8085EAAC07A0050ED8CD5FB8F76E,2025-08-29 15:35:22.187,PIM_PRODUCTS,5ECF3CA4DEFB857EA4163376F95B31B7245058B08201ECD8DE81FF1FF7EE4D73,DRW114,DRW114 - Westernwear-Women,stripes rayon mandarin womens dress - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",109f
28C1EFE7963AB7057C8319FA78C4D58247F768909341BA7922A7BEFE5A119ACE,2025-08-29 15:35:22.187,PIM_PRODUCTS,700EFBF6475E2366AB934309E93DAFAAF2EEFA39710E664396FED50B1C912ADB,AARKE33,AARKE33 - Indianwear-Women,printed round neck cotton blend womens dress - blue,"Size:Large,Medium,Small,X-Small",aarke
316E731F22F60D59893FF4DDB1DD4A01A24A53BA18F109BE68CE4F9CD9859513,2025-08-29 15:35:22.187,PIM_PRODUCTS,A64277472CAC01E2C3F1CA8D5800B6FAB49324EA97EA9DA354AE12013A8B9C61,AF5,AF5 - Fragrance-Women,womens authentic eau de parfum 100 ml,Nan,abercrombie & fitch
3468373A56EC5730025F4E4949F17F29265344B6E8E996EE390A6DDF95D5B81B,2025-08-29 15:35:22.187,PIM_PRODUCTS,4F2ED4A87FF195F50F22F175BF3821DE46837D13DE1DB83AB5C77B5CDC31D869,ADIDAS3,ADIDAS3 - Westernwear-Women,solid cotton blend round neck womens regular fit t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",adidas
7D671CC34427B26E878AA374FE7C3F0151D3451CB079C9BFEAE77ED1BD82A519,2025-08-29 15:35:22.187,PIM_PRODUCTS,029026518160241E6647BED82477E2C0C24BE04B9321ACC85CE8C05AA299E6D2,ADIDAS39,ADIDAS39 - Westernwear-Women,regular fit polyester womens casual shorts - black,"Size:Large,Medium,Small,X-Large,X-Small",adidas
C1926842C169A65F161FE884193C72F9164A1E64B57667A55BE04D0B6925AB2B,2025-08-29 15:35:22.187,PIM_PRODUCTS,E3FE52C757B5B4D75F19B22CC12D848EEB92B746006C95F89DB5A63E048C1AF1,ADIDAS47,ADIDAS47 - Westernwear-Women,fitted polyester womens casual shorts - navy,"Size:Large,Medium,Small,X-Large,X-Small",adidas
906D0917EEAF2C16386D75DDCD7BFC38B054998BE42250589359236B75ED0509,2025-08-29 15:35:22.187,PIM_PRODUCTS,5114AFF9B0C824C5D1745F4EE112E98235C069D136B36ED1777F136261B5D1BE,ADIDAS62,ADIDAS62 - Westernwear-Women,stripes polyester slim fit womens casual pants - black,"Size:Large,Medium,Small,X-Large,X-Small",adidas
6F1962688BD03A9C7D09C5AB8FFD0A8BCA74D3DD894D72763B05459CAD3A8932,2025-08-29 15:35:22.187,PIM_PRODUCTS,E857E3FA16107A6EB23FB3A44B0C0352205DB0F288A8C99ABE97B99D912809A3,ADIDAS75,ADIDAS75 - Westernwear-Women,stripes polyester slim fit womens pants - black,"Size:Large,Medium,Small,X-Large,X-Small",adidas
A818B619F111A140FA480DBB2D3A2473066A48F21BE1E48F59120CFB10C4ECD2,2025-08-29 15:35:22.187,PIM_PRODUCTS,C0C1D1BC0EB54EC161F8256345B1072FE7738873DFB508021184127AEFCACED6,ADIDAS79,ADIDAS79 - Westernwear-Women,printed cotton regular fit womens tights - mauve,"Size:128,140",adidas
DF74E9CC6B70F789185D8DC692F0262C96954BAE1A1E342897654A70B9C66903,2025-08-29 15:35:22.187,PIM_PRODUCTS,953A3C3FB034A688D936FBBB2EABD926BFEC2F462F5A3EC55EBD458A66B45A72,DRW48,DRW48 - Westernwear-Women,womens embroidered casual shirt - cream,"Size:X-Large,XX-Large",109f
9AB9EB470F5882268E90CBE97DD153FE69EA4EC1D3371D7402FE565F9CD34C39,2025-08-29 15:35:22.187,PIM_PRODUCTS,3D906D86D0C2311A28C4E2755CFE5778C8350B0E0D2B5EB590CE21D09D4905FF,DRW57,DRW57 - Westernwear-Women,checks rayon mandarin womens dress - black mix,"Size:Large,Medium,Small,X-Large,XX-Large",109f
4FC4B0B64B7EB9CC9ADF2E31C40D32D7A20CD8EE7E2D218D9969CF80F581F5EB,2025-08-29 15:35:22.187,PIM_PRODUCTS,553E3D44E8CA8A623A34D2673482703F71148B45BB552F7446FDE386789C7C95,AARKE2,AARKE2 - Indianwear-Women,printed chiffon v neck womens short top - dusty pink,"Size:Large,Medium,X-Large",aarke
5CAAF880CA41E3F1EE09B58814833CD2A5A3E575BC49B5C0A8DF0F3E524E7DB7,2025-08-29 15:35:22.187,PIM_PRODUCTS,66CFB2DF76BC81470C59661906195F22F57E3F2F52E8465B0DAC387989BCB695,AARKE3,AARKE3 - Indianwear-Women,regular fit calf length polyester blend womens fusion wear skirt - rust,"Size:Large,Medium,Small,X-Large",aarke
ED4B94C4D8FCCBB326B30349091567E4F700C4A27BBC24138DE0D771DC4B1C48,2025-08-29 15:35:22.187,PIM_PRODUCTS,E9C6E5F52981544B965D1E5D761BB32300F752CFD911E52C81E35C09301E06C0,AARKE26,AARKE26 - Indianwear-Women,printed polyester blend v neck womens short top - yellow,"Size:Medium,Small",aarke
8DAADC5C9E8A167540FBD7C5A62E6A4FED7EA9EE68ED1D8E051B6F1932EAD099,2025-08-29 15:35:22.187,PIM_PRODUCTS,3D926E03A0DE1A9483D9FEDE1A9F9D0685B0527B372102064D4B9C283DAFDED6,AARKE29,AARKE29 - Indianwear-Women,printed rayon blend round neck womens ethnic set - rust,"Size:Large,Medium,Small,X-Large",aarke
3738EA14FF25E82229206436CD9019EEA0BEE0225A1F475586C094A093695BEE,2025-08-29 15:35:22.187,PIM_PRODUCTS,08B6EE2DFEF5C2E53588B49604D3239138934CFDE09F56173D9BF394D44F7184,AJ1,AJ1 - Jewellery-Women,womens turq teardrop pendant - red,Nan,accessorize
E7EE6FC05D0C1B88A25C39AF2FC8029547F7FB24DCC08A98B217732F2E454B31,2025-08-29 15:35:22.187,PIM_PRODUCTS,6AE485DF4A4C4B495C9DD93AB9D32219B2A77C842BB3DE91F82BBC9974ADD0EC,ADIDAS13,ADIDAS13 - Westernwear-Women,solid fitted fit polyester womens track pants - black,"Size:Large,Medium,Small,X-Large,X-Small",adidas
9778FB928AA935B5655D1420C3138D37A46261E245EA3381DDB594F0086A352F,2025-08-29 15:35:22.187,PIM_PRODUCTS,15E5CCB390FE1836441C0138A05D3226AB9751B050912470B6DC9D424EF5AA56,ADIDAS14,ADIDAS14 - Westernwear-Women,stripes cotton fitted womens casual tights - grey,"Size:Large,Medium,Small,X-Large,X-Small",adidas
6D36592EB1F732A3D34FDF10A89F9814839DF75E6C9777ABDFCEDA5B0711211E,2025-08-29 15:35:22.187,PIM_PRODUCTS,750033274F0403B312F6001164D747D89D99EEED491C3E92B4F46C38CFD1F84C,ADIDAS20,ADIDAS20 - Westernwear-Women,stripes cotton crew neck womens t-shirt - mauve,"Size:28,32",adidas
4C1AA7E89D5915774D3FCEBD745AFD1E5D3455F06E56B70FBB939750D1FA1DEF,2025-08-29 15:35:22.187,PIM_PRODUCTS,5E7D5A9C61AF03F7FB0372F4667BB8E558ADCFE4FFC6EFEC49DB33BCB134679D,ADIDAS25,ADIDAS25 - Westernwear-Women,printed tight fit polyester womens track pants - navy,"Size:Large,Medium,Small,X-Large,X-Small",adidas
104FF783478A4CAE6C5AB37C007794650783B663B7C901922835A03E0A236F19,2025-08-29 15:35:22.187,PIM_PRODUCTS,63739EB357C5496F0A78EC3DA0BA5E5CCC216A22BAF7BB46385DFF85BD73D039,ADIDAS56,ADIDAS56 - Westernwear-Women,solid tight fit polyester womens tights - black,"Size:Large,Medium,X-Large,X-Small",adidas
ACA0E4F6BF26CFC23DD1B0612A85C5BB65CEA275F12280A4F791A124AB52DDE0,2025-08-29 15:35:22.187,PIM_PRODUCTS,44A696D52EB04FE531B63797DACF88192A596FD2814E54FC82462BBDF8610D07,ADIDAS89,ADIDAS89 - Westernwear-Women,printed crew neck polyester womens t-shirt - burgundy,"Size:Large,Medium,Small,X-Large,X-Small",adidas
6521D39CA17A52A92C15E5A53819C83B45E9D3B8B787DF206511BAC7D261A81E,2025-08-29 15:35:22.187,PIM_PRODUCTS,4B3B14C30D55047F63DA8C0436E95F19311CCE693D87305A9F52DF9F5CEA926E,ADIDAS6,ADIDAS6 - Westernwear-Women,printed polyester crew neck womens t-shirt - black,"Size:Medium,Small,X-Large,X-Small",adidas
9ADC4B78B4381BBA86E048D6DBF813D4199A070D2C8D06B0D7244B19B11607F3,2025-08-29 15:35:22.187,PIM_PRODUCTS,5DF8852FE3E9935C22AC27A05DB7C9E385317C3E47377B2C8EF3F11FCDFE0969,ADIDAS67,ADIDAS67 - Westernwear-Women,stripes slim fit cotton womens casual wear track pants - red,"Size:Large,Medium,Small,X-Large,X-Small",adidas
DAF5975ACE4FF49C524D650E1F6E019F98634C2C6CA7AB8A662E527F828531F2,2025-08-29 15:35:22.187,PIM_PRODUCTS,363607332246CB9E902DB661F561D5FE1946B3F96639CA0FCD91717F60759468,ADIDAS129,ADIDAS129 - Westernwear-Women,printed polyester crew neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",adidas
7B713099912FC6AEA17ED1AC67C9FE675F0CCAE34592E387EB6630ED87326758,2025-08-29 15:35:22.187,PIM_PRODUCTS,3F9BF0E9458250B93057BCB32743FD10469CEC7DA45BF166CF113DE07D470A48,ADIDAS130,ADIDAS130 - Westernwear-Women,printed polyester fitted womens casual tights - pink,"Size:Large,Medium,Small,X-Large,X-Small",adidas
EB10310D138ABAA3E38CDC5F61BAC8B0CDBDAD2B77C36AAC0CBBB505784740AB,2025-08-29 15:35:22.187,PIM_PRODUCTS,AA65441C3AC09F7969F0A3B45137D91D99F9FD45F54021345FA5341CC94A9EE5,ADIDAS131,ADIDAS131 - Westernwear-Women,striped cotton round neck womens dress - red,"Size:62,68,74,86,98",adidas
B046B872BB36B4B0719AEA6074FA448807394B30A1E3ADC14D2C4D90BDC61321,2025-08-29 15:35:22.187,PIM_PRODUCTS,0694462487BD2177F24F6477F62333825239903E191A6A8732840D1A0FC35F6E,ADIDAS139,ADIDAS139 - Westernwear-Women,printed regular fit polyester womens track pants - blue,"Size:Large,Medium,Small,X-Large,X-Small",adidas
382D5F403100B1FF95093544381558A6A5953B9780CCBA1694F6ADF44C25261C,2025-08-29 15:35:22.187,PIM_PRODUCTS,AFC3F56F683604ADA0E6F68845A880337AFD8DEE7E164D60F16415F3C37C8ED3,ADIDAS148,ADIDAS148 - Lingerie&Nightwear-Women,printed polyester knit womens sports bra - pink,"Size:Large,Medium,Small,X-Large",adidas
4DDA6C9C312D6E263D2456F799928D6E7023D5EF94DCE8C5CF55E4C1E9C05CF2,2025-08-29 15:35:22.187,PIM_PRODUCTS,14406DE3017B922ADF5A1A2C5A6C936314EB454A4B4626DE2C6B64AC60B8450A,ADIDAS151,ADIDAS151 - Lingerie&Nightwear-Women,non wired halter strap non padded womens every day bra - old rose,"Size:36-C,36-D,38-B,40-D,40-DD,42-D,42-DD",adidas
43ABAAC7C0AC574C9A52E1F70381D2967C8FDB4EBF093F1FDE32C7D46F7779C3,2025-08-29 15:35:22.187,PIM_PRODUCTS,597414EACF5B044FF3E675E8F0C45C7E21245B6879ECE3A9AFA38545EB90CC0F,ADIDAS171,ADIDAS171 - Footwear-Women,mesh lace up womens sports shoes - stone,"Size:4,5,6,7",adidas
1AA063BF19DAD166B7246BBAFE838AD5F11F1A46C6D97C26D21D8AB94073436F,2025-08-29 15:35:22.187,PIM_PRODUCTS,C8DEE0955B96562E2E494A7CF720E1863BDBFE27B1E1030E741DA7A4AF4922C2,ADIDAS181,ADIDAS181 - Footwear-Women,distincto w synthetic low tops slipon womens casual slippers - black,"Size:5,3-4Y,7-8Y",adidas
BEDED6521F860E628D4CA81958D9A44D9578B6C052A04B40F6489021202AF48C,2025-08-29 15:35:22.187,PIM_PRODUCTS,A1FE9694A132B5496B803EFA159DDA3B45FDE6FE749659A52C159E26A3F5AC04,ADIDAS197,ADIDAS197 - Footwear-Women,eq21 run fabric low tops lace up womens sport shoes - white,"Size:4,5,6,7",adidas
