CUSTOMER_SPENDING_BUCKET_HK,CUSTOMER_HK,DV_LOAD_DATETIME,DV_RECORD_SOURCE,SPENDING_SCORE,SPENDING_BUCKET
4D56E00F5E7619724568072746D6553C884DB366B3A9D4B03718EFDB6FA22996,1086D35563C495C1CECBCE12135CAB3B945E01DD185EA2C1DC8ACE5AD988977E,2025-08-29 13:10:40.467,CRM_CUSTOMER,98,76-100
3F2DAF844EA87E7554518E7182FEF1387EA0949C68EDD1BFD9EFB745663DA7DD,B2CC86AE48FD3B8775335B586B3549E53AF3D749F07748A7343F893522AE63EA,2025-08-29 13:10:40.467,CRM_CUSTOMER,84,76-100
49EF1F2AC169D622334E496E546F9086B598EC6A81CCF91B5A4D402B1EAD66D6,59B524F8DE039389005BCE58385CAE1D9241ABD663E87647727ABC8802E85C3B,2025-08-29 13:10:40.467,CRM_CUSTOMER,89,76-100
58DC09FDCB39FF81EF414D0A2597D5919F4C4A0B8C0B5AD67D0CA2848F41243E,DE0023E398111D43424845AAEEE2E119249CC0567E7B585EABA5F44080B458C6,2025-08-29 13:10:40.467,CRM_CUSTOMER,53,51-75
BF8CF5126C0D13A79A1EB790E0ADA0EF5D1DBE25BE9E1B14F2AE2F537CA17413,4299DA7466DF09516D290F7A99C8B7A2FA94766EB94A61C24E1CE8F6CA80AF44,2025-08-29 13:10:40.467,CRM_CUSTOMER,1,00-25
61338B21B0BFAB48954DFAFC92888D769C2DB6A8F3D556B5964904859F8D6DC9,421C0A7B6D0EE1C34E3D78F1685B6D95113FB2F1091919EFAAB45F1156A4E428,2025-08-29 13:10:40.467,CRM_CUSTOMER,67,51-75
268CDD0F429EBE167083EE31BF3DEED4F4E21190E0AEE31E56DAD7B79764F3EA,62BFA285013F08807D394266CDF8261DD060A704959AE9C20E4AD262B65DA12A,2025-08-29 13:10:40.467,CRM_CUSTOMER,62,51-75
1F35325B16C9033EBB99B2B895A3D236B07021ABCEE97820DE5EF1ECD8AC9306,085BCB597BBD610A7F0F955301D0FE3734B92A7144E87F68E8B5BEEC1A09B55B,2025-08-29 13:10:40.467,CRM_CUSTOMER,56,51-75
432CFA257BAA9DDF0F5A5C44F0602C1F30F672527E29C0FB492DB7AB6E1DD71D,C403741C4121989AC12C0829BE88B8BEC6F27B270F3CF8A7BE3FE72CBA473897,2025-08-29 13:10:40.467,CRM_CUSTOMER,85,76-100
862D32FDC47561682DA9DA8AC1726A8E2919FC26E6CAF5E302EE6B69632B8A7D,219DE1387A6743E583E805AAD3BF0FFC69DC2107E6D233D43EE8AB62434729E9,2025-08-29 13:10:40.467,CRM_CUSTOMER,98,76-100
EDB69EB32F15D97753004B53CD034056F7496AA39F6727ED08CEA7DCF6D84A7B,82A93B152B275D4C8DE67C3D05C9B00E92477EEB024F117C7632CDB26FD874AA,2025-08-29 13:10:40.467,CRM_CUSTOMER,75,51-75
74B9998606C5CB624BFD0C609E3D9BA41BBD11E47996CC8526F5BF4D5E044FC7,A917CA757AC59F9D568616140C2F72362FC2722AB277E7B5019008F280F17BEB,2025-08-29 13:10:40.467,CRM_CUSTOMER,2,00-25
B838CBE23CB7228B19F01E44076795E599B71925846E57EFECD9D35F770671E4,FBE697429F16141BC71E3B91F3823641C8DD258DD58BF076241514754954CB8C,2025-08-29 13:10:40.467,CRM_CUSTOMER,25,00-25
86B7057CC9C0AD68566E1707855578F883016260110C269B5886C841EA5B975A,E6FCC0253ED7A328A10EB6E2E1AD6ABCAD60C374C64DBAC4B76DA610085B43D8,2025-08-29 13:10:40.467,CRM_CUSTOMER,14,00-25
6120ECAEF88C24C73299AC9D5D89D457537E36090614FD827F34A732C8B6C5A6,60F070E3393291D6F836BF0ACDCA6138EADC4DD1D168CCAF03AB17CF0464F81B,2025-08-29 13:10:40.467,CRM_CUSTOMER,52,51-75
60EED405BC8EDA5919703D1815CBA1919CD906ED4E2297B5912F1DB473AC26FA,793733573A1DFD14A2E889A11B2AD7B6981DE29DF813863B528DC1AE99416EEB,2025-08-29 13:10:40.467,CRM_CUSTOMER,31,26-50
0F1811C63919E33E1204590BAE1B29443268D7C03B86A36680498B754056D62E,D4E33E2934280979F580A63F992DAA7D0DE2CD64A145D5C403A75C3DC5C0004E,2025-08-29 13:10:40.467,CRM_CUSTOMER,16,00-25
ACF14EEBEE44218B332ECE532937F81C2D3F52613940D71985E0934D27B8246E,E2FA8F5B4364B8EF4DD1F26AB47105D908D06EC84D835E3D1AAC404A63F1464A,2025-08-29 13:10:40.467,CRM_CUSTOMER,41,26-50
2E235FDE8676DA4E5C229ED54DB7EE68D4CA4C09BA68195F8A9076B399724349,A3AAF5A0E9AD2901AB35CE73910BE7FBBE1731A3ED1FF947A6AC395C5024A8B3,2025-08-29 13:10:40.467,CRM_CUSTOMER,77,76-100
6C96D1E323352506FD7AC01D85BD2EC2BED80BDC90E44FAB94CAE7B529C44D9A,BE6B5B7140B02BFF9AD8FA5AAAECA5973791521C5029C9F6B42390F8B87CE2BD,2025-08-29 13:10:40.467,CRM_CUSTOMER,88,76-100
6139E9AC8D0D5D81150FB78C38C3369A39690F079CB410E3996F32A67C3DFA5C,FCF1E4BF9CC9C1083647B91463E86F49C6961406C37055C7EB8AD13937A519DB,2025-08-29 13:10:40.467,CRM_CUSTOMER,51,51-75
5BF0D4BF6B193B371B245E113C20A1A5F6D688BDB709CB32886CC79FEED2110E,BF7DB3A1FEA244BA0C173404B5ABB382DEF24D3BC547CA4F410BAE2A311CDF85,2025-08-29 13:10:40.467,CRM_CUSTOMER,40,26-50
123036F2B97FC14C0EA88D95E5B754EF6F4ED1268FBF4632FA74FB1244B0BCD5,182DC6B90F1C9CD913C39A6B5506F582CABA9DDEADAFE32F5BDBAC25EFD705AC,2025-08-29 13:10:40.467,CRM_CUSTOMER,29,26-50
C606147303B8D6E4E2A5C0D90DE79AAE6B1316AD3D049B8EB5E6B51C05CAC62C,284B7E6D788F363F910F7BEB1910473E23CE9D6C871F1CE0F31F22A982D48AD4,2025-08-29 13:10:40.467,CRM_CUSTOMER,87,76-100
4CE7C7252E6DFA1F452379AE2946FDD588CE2E01D2E95764037D90131B45C36A,36C1CC2F9D7022BF6BEACB6248A89E7E677B3BF9A91E6457A5FFDBADE55B76DA,2025-08-29 13:10:40.467,CRM_CUSTOMER,85,76-100
B97F60F9D7BAFE3DDCBB19B9E1103446844F3D698380A6CE32A77B0E63C28B7A,AEE4848A8580F31102073D34012CB3700FEE3E61F9FCFD725FCFE5FA4A220EC3,2025-08-29 13:10:40.467,CRM_CUSTOMER,20,00-25
ECA5800B19B9BE19A533413242AE5D11A9C443721BC326862ED8ED3033087DEC,97468F679AD305FA4DBBF17FD4BF18C41FB655F2D86162B1D91AD4F1E09814C1,2025-08-29 13:10:40.467,CRM_CUSTOMER,32,26-50
2D0BBCEBC7BFEE714CD2C93CB77322069C54C6E17C557871FCEF19E895513052,3B86DF3FF95AD2FD72102E34F3A721F2BDC876E12E3BD1434AF8AB4CABBD5547,2025-08-29 13:10:40.467,CRM_CUSTOMER,78,76-100
3EFB74161FE7B992AA5A267CA39EDF373C2360E1F7920FF477CD2646CC5785FB,90B5BC7F03C840B2EFDDB22FFDFC37DD12CB391B49AA0FC8751726C04D32FF30,2025-08-29 13:10:40.467,CRM_CUSTOMER,68,51-75
6B28364258EDAABBA05CD997E7617B16AA8AB69204A5F47199666A96188AB817,F57B8252CEA0E3CAD78056CBF96B9FC041279769AFD2228F8C9A8A904550AEB0,2025-08-29 13:10:40.467,CRM_CUSTOMER,31,26-50
00BAE1F1C4A5F195C8BA02D2BE78BB51D13E47FD0A9413EA89F1E4790D73ED2F,67EAB6DB6703CDF9ACF656BBB09640FCDE2FF197786ADBD9AE9C14936FC8D159,2025-08-29 13:10:40.467,CRM_CUSTOMER,72,51-75
969F47AE2F9DD73168D82D191C0DF51FEA859CA47CADE7FC5B04477D1870D5E9,1DE4D95A81EB1780D5C21A880A8BE6595306670AF426E40872B2A03C5CFB9996,2025-08-29 13:10:40.467,CRM_CUSTOMER,57,51-75
C276C1550E4D7127C8F00824A9F75D7FA41F0450D772E2BC2DA532257343D349,1F594DA9B409F7F4B9DC5015A81761B2FC2DD60EEC773F74539BDFD30C552C89,2025-08-29 13:10:40.467,CRM_CUSTOMER,77,76-100
CB6548CC07558827BF353B42B00B42CB7A32355901E4FEA03841AAC755478D73,01CE4B291AD3ECD240BE71870340051B755E74E91E05D5C5BAA0D7830C1B75D4,2025-08-29 13:10:40.467,CRM_CUSTOMER,83,76-100
BF2BCF92F3DC7BCCEEE8F396F10B331EC764D7E922C97DE56DCBEBF40013E9A1,97623535A9ED79620C0C749A7C0A785DE0F8A895807195DAF2B0E58893DB160E,2025-08-29 13:10:40.467,CRM_CUSTOMER,17,00-25
910182042E0D85E0D10B95F1FA2EBAFC20355558E8143ACEE0B96A3B8D2C90E9,55F0124BB79F5C53D868CA45BBB0F4D04DA15EEA4FB29C6B95087FE8801BF0A3,2025-08-29 13:10:40.467,CRM_CUSTOMER,12,00-25
31A6F3C5716B1CDA76A335BFCCD4799A5318C0B8F85EEE64E08C2E5BB7C59E64,7595DAE9CDE82218336A5457ED9D55EC898C51623F73A69EEFAA57A2CC9194FC,2025-08-29 13:10:40.467,CRM_CUSTOMER,36,26-50
5CD42AFF15581CF44E84327CF18F1456D90E293493DA5392C2A8E5AEFE980758,FA7AEC4EFB728534EF32C172197C9560097C6D0E4893FE6B20242A566EF033D1,2025-08-29 13:10:40.467,CRM_CUSTOMER,81,76-100
69A1965846259BE1881D294EA3E5FE280EEE066FB56CAF5CE832E90C32B013E4,3DE8392541ACE28284ACA7F2724273739FCF4CF73DE276A8DDD3547C0011323C,2025-08-29 13:10:40.467,CRM_CUSTOMER,23,00-25
443F4B04FF55EA8D9E6FE7D7827D95B2029D5BAA97B6D6BFAABB1BADE43F42DC,683D098205B11550F2D71016C82C4377A96C9F808E132F83F15BA9BD058C7B20,2025-08-29 13:10:40.467,CRM_CUSTOMER,70,51-75
933BDC60D256FF3328C835602B5BB4094A489C25F0CAEF74C79454A0ABA26343,85EA151B8C5B5AB0D3349100E441BD4B8DC20740D429C16C3B85B77066386E75,2025-08-29 13:10:40.467,CRM_CUSTOMER,47,26-50
CF7CFAAAE99CA43373755D14F9BEE81D097EA9EDBC27D7E55499632B06B70848,EE377871C73631FD6543DDB5164D0B48EA072DAA207A91AC696051E0838135DD,2025-08-29 13:10:40.467,CRM_CUSTOMER,74,51-75
F0157B563CF611A238DA0AFD9BF2C96C4C7DBB1187A3DB198B0895E949115E0A,86A3F9B13A5B652F93CB17E3F4D212D84CF25C52A595F13FFF9F3C5810AFFF1F,2025-08-29 13:10:40.467,CRM_CUSTOMER,20,00-25
53C944040B9DF10482BF208CD89956C6804576E89F3235355FC78AEEF5C4F89E,524148F24802F8C68974C2E1ECC8B8F47D0D60B7A0D1948951C050A25B5A8E59,2025-08-29 13:10:40.467,CRM_CUSTOMER,79,76-100
D44C7ACD03240A8D90EC6C89140F5285A212B0D24CBC5C0912F7DD45D6CAE70D,90B0CE469FBD8E30A2862BB24D562DC641C534A9B43C7C33C25CFAEFE25E5E47,2025-08-29 13:10:40.467,CRM_CUSTOMER,44,26-50
2F536F8CAC3965F6BD40B0712D155C1CC65F3A3FD7898BC9B064375F7CC8EA37,FC47B34E36F4032ACD1CA2192A7B9B097011CCBFE3D8E27B04BB6999E000578D,2025-08-29 13:10:40.467,CRM_CUSTOMER,30,26-50
716A1368EB16EA78F62A98B3C297244D13563EAC6E74FB1BB9AB04274E6FA900,FC71F2D6D38DBFC752ECAF2262916DC8AD99A34243D47B34691F9F8A3AFAEFFD,2025-08-29 13:10:40.467,CRM_CUSTOMER,61,51-75
90E251F688E2B5B81953AD44EFF01B0135F52A6DCC405BAA8B9801A9943E5770,1B3C33580F2E2094CBDE0BFD58F8008EE6E29C06643CA310222045C82FE0AB0E,2025-08-29 13:10:40.467,CRM_CUSTOMER,52,51-75
16855A63268A1C263D30A20DB89EB5ED69DE744FD8ED9EABC5F1AA67CDE89A7E,AD723F42C7ABA316D944F19F340CE47D8E0C6FB354D212736EC4782314A6824A,2025-08-29 13:10:40.467,CRM_CUSTOMER,4,00-25
33162BC7125A54E54A18CDF177B0E1209D9DAE0D1B209288C009BB470EF9D0BF,87ACB1E183A2B0F74C3B2008B8EF6975A95269BC490A8886F317FA4BD714B085,2025-08-29 13:10:40.467,CRM_CUSTOMER,12,00-25
0FA6756FA59B9DC08FDC7A972B02D224209D31CB9A920979E376B9E88EAB95BC,9A35532C7499C19DAEACAFC961657409C7280CE59D7AE1A3606DD638AC3D99EC,2025-08-29 13:10:40.467,CRM_CUSTOMER,50,26-50
66FD5BFF92EAD9E3967ED569301064B8FF59314D833B506678A1F533C08B068F,67C312330B0371A0A37C565CF44EF264835147FEA61261BF57380F338EFCD8C9,2025-08-29 13:10:40.467,CRM_CUSTOMER,8,00-25
A647D35795B4712236E36A3589B8FBFFF05B43CF4CF50946B9CBE334316D8B98,1AD269A743BD01B5BB74F135C332A4ACC98EF1A570D966FCD6A801DE6D9AE3BC,2025-08-29 13:10:40.467,CRM_CUSTOMER,27,26-50
372878C07FB03EF143652CFE8A0E92BBEE759AB363F4AD69C3BB5C033A43EE55,21900F41ECB7B8E6CFD9250F096AAD2FE7F6D8FBEC9436B2D28E48C304FF8255,2025-08-29 13:10:40.467,CRM_CUSTOMER,83,76-100
AD9230791032301CA51BCB315001B11CBDF06323699A0201602673553DF11663,7B81EB727ED48055FA55C5E03AAA43F27B01BD9B1C8EB38F37A1CA541A79C1F7,2025-08-29 13:10:40.467,CRM_CUSTOMER,42,26-50
222818D72AC0F00E6D4C1E3651B1B7BC44A3C5D51770EF65725927EE2B6C3915,3BCC1340D90B3D55ACCB9A57998B69708FEA2A63C39F7369047469F952CCAD4F,2025-08-29 13:10:40.467,CRM_CUSTOMER,82,76-100
A0F5940CD9747538981E390139D98F997AC33F7DB9B255ADDD0819DFEB3AE53E,B6B1B469EA43C90A602E7AE3BDEA001B11F66C17337DEC23DF0B0249542357EE,2025-08-29 13:10:40.467,CRM_CUSTOMER,92,76-100
499D2496DA03132C2FCA3C42EB7ED27C061CE6B069E453BF847DE0554832465A,709DF012E236DC3F5C53B8CE75C5ADF74C39054AEF58E3ECA5D852FA5F2244DE,2025-08-29 13:10:40.467,CRM_CUSTOMER,90,76-100
3D1C98B0CFEA376173AAB26FED60BAF2C4C4B9DCBC45FF8B9C9BBBDEA7BBBE72,2618182C3894875E16EEAFA6C24E1FE926150EBC6403980C2CB1BBFF192D296D,2025-08-29 13:10:40.467,CRM_CUSTOMER,70,51-75
967B4331AA2AA1A588437926495F3463FF81A80B1D40AA4BAF741C4D0066561B,02C000A36DCD047F5738F5ABFDA07DC3B6D56FC44EA752C8F45B965F6FC04C1E,2025-08-29 13:10:40.467,CRM_CUSTOMER,10,00-25
2630F65543796B15A4436A0A50C7FFC6E70FEC6DF83E83C82B573B7A1190CC51,BDA584056EB9957D6C681E00079EFF36FEC289E2A0432A4221B95438DFEF5CA4,2025-08-29 13:10:40.467,CRM_CUSTOMER,66,51-75
DECDF4E1CCC2AD9108B50A1C9171D6C72D64537D809836E86978AF285DF08BF1,F4DD301311D96B70A2EE62A6BCCFE21BB0D94A89CA2805333CF352C1A2381C13,2025-08-29 13:10:40.467,CRM_CUSTOMER,97,76-100
AB4A877876711A143A30080660B20B964E00BC268A96B83D6AE5880E5D11F7D2,2CFD4B162E427E8E59A2FEDF7D5D138EB696D08B98AD9765DA0AF1690C77B280,2025-08-29 13:10:40.467,CRM_CUSTOMER,8,00-25
5D1559F941E1EBC40C4307FAE0810F836B1C7E70EEEDB6E1FF8637F0A1F419F8,3F1BB7C0DA3C01E685EDD592F3A3CA0B149A399D25B97C0DA47118C24A39F59A,2025-08-29 13:10:40.467,CRM_CUSTOMER,58,51-75
76A674AEF2F2AA28F0E501029564A8D771535028C3F69FA67F96062EF76E3EFE,455AE2DFC77DD77562C06DC893A49D84795A93E4F86EA2E92006940C870EC044,2025-08-29 13:10:40.467,CRM_CUSTOMER,14,00-25
13A859262C207F8585DDA2BE31E8E4E38B30C7BB64D5F8B18676A7F1EB4CA5B4,68FCD1EB684859A314BBF7F7C99037CEAD480F5BB209CCD4725BD319423E832F,2025-08-29 13:10:40.467,CRM_CUSTOMER,19,00-25
CD3491815F583FFE8BE38447DBD739BFB50D25CDB93BC705E30CCD3B5895F562,62E66F3E9936906923FEBD26F9D2536EDF38936998C4E5D678B925D848AAA89D,2025-08-29 13:10:40.467,CRM_CUSTOMER,13,00-25
5B407F0FE6E28C914167E74F944071040F2238FD0B69D6CA03551E89D631A5AE,87E50B28705900BB064D1E9DF1BD6CF55A7EFA01CC16C6CF0703F491A1F13D44,2025-08-29 13:10:40.467,CRM_CUSTOMER,51,51-75
1B43D3C8FCF0930A60030CC11F744AB4A5122F4486929F46077C628EA8A1099B,3C2308B1BC64683E5AED4111841DA5BC3B3295B01A852F1DC4E68510F79DD37F,2025-08-29 13:10:40.467,CRM_CUSTOMER,35,26-50
FC233C885D16459EA7B4F88FA6BFEC9A5BE81A366AA34C20BB07C9DDECE8FA8F,ED0B853BD9C28435B6AA98FB0780CA80D7D6F72350F76D57AEE9509219CC8D61,2025-08-29 13:10:40.467,CRM_CUSTOMER,33,26-50
BFE89C2C913ECDFC313FD35F0C1FD023CCA7494E343DF6ECDA35A2A78C8AFD68,86BC00BF176C8B99E9CBDD89AFDD2492DE002C1DCCE63606F711E0C04203C4DA,2025-08-29 13:10:40.467,CRM_CUSTOMER,22,00-25
7936C0609E1D2B72AD4EAB7C2FB3FE786BB75658DA9557C7F59FCE68CB886B26,C86A2932E1C79343A3C16FB218B9944791AAEEDD3E30C87D1C7F505C0E588F7C,2025-08-29 13:10:40.467,CRM_CUSTOMER,77,76-100
338C66ED4FF2AD48FA7C8AD8ED04FA7EFAC4DB0FB4FAE9334DF0E49264E0F7DA,5480AB857F30BC9ABDC0D88179B66CB30B6A294029F8BED71E3B606A19941359,2025-08-29 13:10:40.467,CRM_CUSTOMER,94,76-100
13B91A19CD7805B75E83F434F720435AE24D5A40840179E140F184E8202E8A53,2099A9B5F777E242D1F9E19D27E232CC71E2FA7964FC988A319FCE5671CA7F73,2025-08-29 13:10:40.467,CRM_CUSTOMER,80,76-100
DF9D0B13559BD248C12C05E303BC439D95CB674CB4B364543DC30A3D5114E033,E9AD42E2C3F4805614F568186B0282219CF7350B7707F2036405835916E3A65A,2025-08-29 13:10:40.467,CRM_CUSTOMER,40,26-50
3ADD0509BF4329676D6B5B3DA05586DDC01D8051ACCD0DD2F150292539BDB000,83EAF4DC5E19BCBEB23801E2C3E08C4A89CC82D0A42A903767F9C938D1DEAC4F,2025-08-29 13:10:40.467,CRM_CUSTOMER,83,76-100
1332FA4E7E4D14F05545299D38267A8E89136DE221ADB54905355BC9C9758DA9,5F128C8385E577CD1539A0E5A758E4004F4B97E5986B00FB17D393A5EE5ED85D,2025-08-29 13:10:40.467,CRM_CUSTOMER,86,76-100
7FE147CAF36B13A2E17DE86DD0BF0BB154D74BBCAFC6964532AF49DBA57FE4BB,92A6A32F99DEF322D70EA1167A99C6859AB4E8BBC593B997EC5994D244A82475,2025-08-29 13:10:40.467,CRM_CUSTOMER,15,00-25
F71505AB7753376930D6F5F7F07F65D30016ECA797021B941949389CA4968960,9F6CB78C09B22A1A10564F6BE4A1784327A42FF11A10A31D355435DB59F44710,2025-08-29 13:10:40.467,CRM_CUSTOMER,98,76-100
7C71029FED558EF728F889ABE70F3490293B066687825342B8F413DF43FA30DC,D62A7B3DA232BD0AC1F7520A3B5BB57B171AEC57F960F55B47B1987D4E398F68,2025-08-29 13:10:40.467,CRM_CUSTOMER,94,76-100
535A6EA6370521A8AC8CDEDD4482E070042FCC16136B83637B99AB4F2DACB869,24BE8EE76308AFB924ABFAF26212411F2B66E53B9CE2534E5C9F88354C88CC39,2025-08-29 13:10:40.467,CRM_CUSTOMER,28,26-50
275FB0E718494965A9AE98B454C2F32CECDCA09C81F4E4F9EF8F532E6196A561,C22E1A4ACBD2D996FF19A852585F9434883C30124F6B118EB9152FE4E5EE7994,2025-08-29 13:10:40.467,CRM_CUSTOMER,81,76-100
F21D157279CE17285B292A5F707D05468B9DDCAA9B22342B10ACF6D9CE5CD500,5C17CAC5569C1AB72A3F009C7608DFC49299AD8F447E4724030EA416383B04FD,2025-08-29 13:10:40.467,CRM_CUSTOMER,38,26-50
D076EC2DC8FC1E15ED91F77D930A7344505C196B8F96D512F80BE5471AF84FFA,FC9E91CC78E1817D80B4BA8C2DC9A638D0C57959825EE34F5E3D7688AD80DFB9,2025-08-29 13:10:40.467,CRM_CUSTOMER,53,51-75
A449B2BCA415CCC33A05B48BC5D01F9DC8E4715B625B8DBC3A8337E76825355A,316C0F93C7FE125865D85D6E7E7A31B79E9A46C414C45078B732080FA22EF2A3,2025-08-29 13:10:40.467,CRM_CUSTOMER,48,26-50
D6466881F9EDE7E918C67C0F5690585EB7CB895147A00C9C06151F65A5463DB6,81F27F8A7D8766C72C0307A31327C1FAD9007C6C3D33724AD2A5C0A8FE0DF33D,2025-08-29 13:10:40.467,CRM_CUSTOMER,52,51-75
B52C383987979CCAB0006A6BCA509ADB202054ED791B9DEA11EB1D97390E1977,4B8BA4B13094BEAEF100D3EB7D4C8E23600C30BE4420C47E0D6B4E88DBD70ABB,2025-08-29 13:10:40.467,CRM_CUSTOMER,95,76-100
0BEC3215C7B455B2A514339B3422350C9AB094C33B402EC595E0014FC2ED658A,09EAC95EB995B821F45353054DA3C7EEC5F5171FB061DE72F1890679956B12A8,2025-08-29 13:10:40.467,CRM_CUSTOMER,37,26-50
AC17C9AA5A6BA264FE274F0D562FE1A883FB2D3B0711A11406A5EC81ED83CAA0,9AE8F17CFC8BA7FD8FB34B2A194EF965A3B36A40839A46EEAB1350E916692AC9,2025-08-29 13:10:40.467,CRM_CUSTOMER,6,00-25
36E0B4DD555AD357B5A0DC3865257973BC8D58BCBBC90B10B5DF39C454FC5EA7,C7E616822F366FB1B5E0756AF498CC11D2C0862EDCB32CA65882F622FF39DE1B,2025-08-29 13:10:40.467,CRM_CUSTOMER,64,51-75
9BB6C06C2A2A32F707C2EF6951DA044B5147B08A11AE16F7F051C10396D8135C,8B5551EA922DD24625C45051C64ADB50FDFF91FECDF5327A02C7B0BE3933965E,2025-08-29 13:10:40.467,CRM_CUSTOMER,72,51-75
23E78AD58ABDB0985233637096FA7C457D767004F9B119DB3D6CABDCC1D09DA5,6F81082BADFD007354AC6EBB78ADAA04BFEDF9A1FB9A01909788BAD472008EA3,2025-08-29 13:10:40.467,CRM_CUSTOMER,70,51-75
89EBADAAAD26FB3C0259762B34010D0A40CE4F1829EF29678615CDA9454164D4,BF31E6128301D31BB4014FAF6B1E0F05F3AB8877CB55CE3D1AB3230D2EA8A220,2025-08-29 13:10:40.467,CRM_CUSTOMER,58,51-75
6ED1B295E9C244B988F2226FA45DC2FB92FE62B9238164E1E310D1A12688F756,172E1676EDA470EDE17E9D491554BCBE97BA4691F92880064C8CB29EC35A467E,2025-08-29 13:10:40.467,CRM_CUSTOMER,84,76-100
71BE790340BE5A61D3D25378BF2A78A1F42EE4B1892ED1674848EC8C87D53B79,00BEBC5BE79D19E1B8B3F250DC39AEBFA9A054BAF5F8D61380438D92394C476A,2025-08-29 13:10:40.467,CRM_CUSTOMER,100,76-100
544EA1E4610EF071EE9276B79DFEF6B74B392F2B25B48253B04EA99D19EF0D75,12F26AF0DCDFAE8FE4331D6A4C369EDD549220CDEB119B3B1831B2A2CF77F281,2025-08-29 13:10:40.467,CRM_CUSTOMER,49,26-50
249AFC909A8ADA1C5606DBFEB947A1D5E970E75D555CDAC582EA6949F037CADD,F4466A4B51D21014B34F621813A1ED75F1C750EC328D908D9EDC989C64778962,2025-08-29 13:10:40.467,CRM_CUSTOMER,45,26-50
6F5F4E24A1ADF593E810287C91ADAF3B3B45CE1F01BCBD7A6BA7252F6881CF98,8EF532F440C91B5DFA24570E53D6BDED96C4064A45E6D18A61C5E08B172B9814,2025-08-29 13:10:40.467,CRM_CUSTOMER,88,76-100
B47B850E7D73E720B0B9938E7449BE16181909E000D5F3C33631BC617A6C08F0,A440868CF4311953CB45C7DED9360009E1BB77775B6395A3E13AA9EF831794B1,2025-08-29 13:10:40.467,CRM_CUSTOMER,45,26-50
B1F7C9D4E5ABF3C01B37AAA60550EE9D14356666FDF034B4FBB76F94A41887AB,63DB0204E2F34AAADACE364D046EF5D7614B8CB287B939E55AC05C53AEE90DE1,2025-08-29 13:10:40.467,CRM_CUSTOMER,59,51-75
9E26FF1F06B7A3DA6DCB1CF02A719EFBF1206D0C069E6F657263411C4AD8703C,2782526EAA0C5C254B36D0C90E1F8C06AF41D167A8B539BD3C81CD6D155E7E5F,2025-08-29 13:10:40.467,CRM_CUSTOMER,94,76-100
3870D6CB3ED1680A94F7EE69B9F6B9657A1C3F1A62E729271A7DA978464CEF6B,CEBE3D9D614BA5C19F633566104315854A11353A333BF96F16B5AFA0E90ABDC4,2025-08-29 13:10:40.467,CRM_CUSTOMER,79,76-100
5F3B202EF1EE785522C493F2A649E4DD3A26F5D789EF6788A294EAB85BBE4809,34E2AD7B31CD9EE87C038C10FD6FBE310314BA67ABB73A686F0D1087267D7A1D,2025-08-29 13:10:40.467,CRM_CUSTOMER,33,26-50
A84FB8C8860FA731786DBF8E7BA854BB1148EC206664A9BE99C5AA997CDAF6A2,A4C6AF0CB6F02DFF01BA174E4CF11F24F73D9ED16CA7A1E3C9D831C0139FAA5C,2025-08-29 13:10:40.467,CRM_CUSTOMER,33,26-50
2DCA4B067EDA139AB78B1A54D53B4F9914CC9805F2DDCBA84217F7460D449C6C,1C8DCC518B9942EF52885666BFB82260C287AFBBEEBB71E741B1262099424F11,2025-08-29 13:10:40.467,CRM_CUSTOMER,100,76-100
B3D8A3DBF76B8F21CA23E311437E483114FC4397053ECF33BEC34F4C4E38812F,EC1C7D93BA051204E4FEA7E167F540C2136769C82329C53F5B7A0770BB237987,2025-08-29 13:10:40.467,CRM_CUSTOMER,69,51-75
092D3B47036BC4D391E696A08CCE347916B297B31DF24E7F0C5D6F152F3457D3,07BED92AAB16ECDD9C886A79E44F0C0B02D70C746C593EAA3B8ACF24E687BCD8,2025-08-29 13:10:40.467,CRM_CUSTOMER,37,26-50
8F19B7AFF792CA028C3AFA7FDFBE5A67DFF051FE363B5780BF9CD106012E3278,10BA045E9EE40807E57F6093280B9FA9EAF640BA4955E340AE4C749382AD96FC,2025-08-29 13:10:40.467,CRM_CUSTOMER,95,76-100
BAFE9E17D17805AE2C8881C0B74F5285B9CF653558CCE8DA7470F239BCA8935E,BB9B8EF813475D1E0AD84E2505AF6656D16C990B1F77EFAF9324E8FBCAE2DB67,2025-08-29 13:10:40.467,CRM_CUSTOMER,35,26-50
10C19A9DC7D3781C17BEAAAA1E45A790982DABBD06D4A53EE93F3867438F0E06,162753C27C8B32975A0EDF5E89AB4ED8E2F06F02A182E0F181481CC050FDCC72,2025-08-29 13:10:40.467,CRM_CUSTOMER,49,26-50
8F835E37E755D833B5B1C6EF78D7812EDD5E74A9463652ABD7A05E2C53E89E9D,C2077253A9B10166E7C8FFDA8F2377456F332029EEA3D27DEF7FB2B23502C0D4,2025-08-29 13:10:40.467,CRM_CUSTOMER,12,00-25
CB0EB85CD6AF6F5CDA9EA56C864A0188DA120965F1D7C7A63B0985C4C9645488,1C63ED9164D61ACFD1F4F3A7B6DFACBD98D1DC01E755B7B558C6AF0491154A2E,2025-08-29 13:10:40.467,CRM_CUSTOMER,46,26-50
