CUSTOMER_ID,GENDER,AGE,ANNUAL_INCOME,SPENDING_SCORE,PROFESSION,WORK_EXPERIENCE,FAMILY_SIZE,SOURCE_EXTRACTION_TS,SOURCE
289,Female,21,5000,91,Marketing,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
290,Female,93,19000,58,Engineer,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
291,Male,9,27000,62,Entertainment,7,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
292,Female,10,68000,80,Doctor,6,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
293,Male,11,38000,66,Artist,8,8,2025-08-29 10:35:14.635,CRM_CUSTOMER
294,Female,48,50000,36,Engineer,6,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
295,Female,73,80000,73,Entertainment,2,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
296,Female,66,69000,43,Executive,9,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
297,Female,79,31000,91,Engineer,3,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
298,Male,62,87000,41,Doctor,6,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
299,Male,17,79000,16,Artist,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
300,Male,32,32000,86,Entertainment,5,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
301,Male,85,153787,100,Entertainment,3,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
302,Male,31,95851,16,Healthcare,5,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
303,Female,31,145015,73,Healthcare,6,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
304,Female,38,148539,7,Healthcare,5,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
305,Female,90,117319,21,Lawyer,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
306,Female,65,180243,26,Marketing,6,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
307,Female,63,165052,12,Artist,4,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
308,Female,61,120487,14,Doctor,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
309,Male,26,112766,83,Engineer,8,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
310,Female,17,156488,65,Engineer,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
311,Male,56,97562,15,Executive,5,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
312,Female,12,77501,30,Engineer,5,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
313,Female,24,118302,100,Lawyer,5,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
314,Female,13,64277,9,Executive,9,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
315,Male,12,53927,77,Doctor,2,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
316,Male,72,93921,93,Lawyer,9,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
317,Female,54,132046,8,Homemaker,4,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
318,Male,45,183217,91,Artist,7,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
319,Male,66,182937,44,Marketing,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
320,Female,27,68272,56,Healthcare,8,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
321,Male,36,69841,21,Engineer,10,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
322,Male,5,69078,60,Lawyer,13,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
323,Female,89,110667,100,Healthcare,2,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
324,Male,13,95469,94,Doctor,6,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
325,Female,91,102861,40,Artist,4,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
326,Male,16,133551,7,Artist,3,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
327,Female,63,64589,90,Engineer,7,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
328,Male,52,152755,39,Engineer,4,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
329,Female,37,92313,58,Healthcare,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
330,Female,78,98922,2,Artist,2,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
331,Male,24,165846,33,Engineer,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
332,Female,4,93713,62,Engineer,3,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
333,Male,84,137641,67,Healthcare,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
334,Male,0,173743,96,Artist,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
335,Female,67,116126,58,Entertainment,10,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
336,Female,32,112246,30,Healthcare,8,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
337,Female,39,69384,75,Healthcare,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
338,Female,68,76529,62,Healthcare,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
339,Female,7,123804,28,Doctor,14,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
340,Female,76,68292,55,Artist,8,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
341,Female,84,173185,99,Artist,3,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
342,Male,75,142034,82,Entertainment,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
343,Male,22,107941,61,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
344,Female,90,149840,61,Engineer,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
345,Female,4,148431,99,Healthcare,1,8,2025-08-29 10:35:14.635,CRM_CUSTOMER
346,Female,78,126599,84,Lawyer,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
347,Female,58,57180,22,Healthcare,9,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
348,Female,99,184426,41,Artist,9,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
349,Female,24,151085,39,Marketing,2,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
350,Female,88,166107,98,Artist,13,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
351,Female,92,67850,91,Artist,9,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
352,Male,99,173394,4,Engineer,13,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
353,Female,51,72303,98,Lawyer,7,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
354,Male,23,181760,35,Healthcare,14,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
355,Female,13,146858,75,Doctor,9,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
356,Male,22,172923,20,Engineer,6,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
357,Female,89,115811,87,Homemaker,11,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
358,Male,20,184324,51,Marketing,13,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
359,Female,72,67353,19,Lawyer,9,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
360,Male,17,165999,71,Healthcare,9,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
361,Male,90,164914,18,Artist,8,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
362,Male,99,63364,61,Entertainment,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
363,Female,39,182352,73,Engineer,4,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
364,Female,37,148544,56,Entertainment,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
365,Male,46,62833,85,Artist,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
366,Male,65,120627,72,Healthcare,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
367,Female,60,130898,30,Artist,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
368,Female,93,103130,74,Executive,12,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
369,Male,72,106681,15,Healthcare,9,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
370,Female,36,87353,25,Entertainment,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
371,Male,52,88046,61,Artist,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
372,Female,72,98168,49,Entertainment,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
373,Female,28,178265,5,Lawyer,2,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
374,Female,48,167232,92,Doctor,6,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
375,Male,85,140478,43,Doctor,6,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
376,Male,22,159296,83,Artist,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
377,Female,30,144043,78,Doctor,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
378,Male,46,72594,64,Artist,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
379,Female,82,180288,77,Artist,2,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
380,Female,73,165734,51,Entertainment,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
381,Male,8,175407,2,Artist,5,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
382,Male,90,70201,8,Engineer,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
383,Male,34,91503,26,Artist,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
384,Female,10,184522,43,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
385,Female,79,143560,83,Artist,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
386,Male,83,131574,97,Artist,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
387,Female,20,151124,18,Artist,15,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
388,Female,25,67447,5,Artist,15,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
389,Female,26,117454,8,Healthcare,16,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
390,Female,18,86203,23,Doctor,13,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
391,Female,7,136231,10,Artist,7,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
392,Male,1,89144,1,Doctor,12,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
393,Male,21,119116,30,Artist,17,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
394,Female,86,163463,31,Artist,9,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
395,Female,75,151696,82,Artist,15,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
396,Male,78,184736,52,Lawyer,13,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
397,Female,87,70419,69,Homemaker,6,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
398,Female,8,119104,41,Entertainment,14,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
399,Male,59,130950,28,Executive,5,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
400,Male,13,140950,77,Artist,15,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
401,Female,55,82285,35,Engineer,16,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
402,Female,50,91389,92,Healthcare,11,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
403,Male,54,186359,95,Doctor,13,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
404,Male,13,178989,46,Doctor,14,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
405,Male,79,166335,45,Engineer,5,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
406,Female,65,119889,11,Artist,17,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
407,Female,51,66852,73,Executive,15,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
408,Male,18,103896,36,Executive,16,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
409,Male,21,187761,87,Healthcare,2,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
410,Male,37,102717,93,Healthcare,7,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
411,Male,83,102647,83,Entertainment,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
412,Female,96,113585,31,Lawyer,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
413,Female,65,86509,88,Artist,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
414,Male,80,59099,44,Marketing,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
415,Female,75,135088,5,Lawyer,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
416,Female,87,110870,78,Engineer,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
417,Female,86,187667,12,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
418,Female,36,124614,25,Artist,8,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
419,Female,78,166492,40,Homemaker,9,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
420,Female,62,172758,69,Entertainment,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
421,Male,89,122430,19,Healthcare,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
422,Female,56,183540,96,Entertainment,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
423,Female,35,96484,34,Artist,5,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
424,Male,33,112587,71,Artist,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
425,Female,58,155672,71,Entertainment,7,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
426,Female,68,72847,93,Artist,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
427,Male,38,71897,32,Entertainment,2,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
428,Male,31,158479,57,Doctor,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
429,Male,90,89251,4,Entertainment,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
430,Male,28,179911,24,Engineer,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
431,Male,1,111558,85,Healthcare,7,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
432,Male,78,127615,78,Executive,10,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
433,Female,23,50076,32,Artist,3,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
434,Female,25,77779,62,Artist,4,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
435,Male,59,169999,38,Engineer,5,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
436,Female,7,106581,76,Doctor,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
437,Female,24,78223,41,Lawyer,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
438,Male,76,136259,14,,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
439,Male,37,153399,93,Entertainment,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
440,Female,6,162858,91,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
441,Female,0,57373,29,,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
442,Male,3,133602,47,Artist,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
443,Female,95,66322,88,Artist,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
444,Female,0,68761,16,Lawyer,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
445,Male,7,70749,86,Artist,13,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
446,Male,54,65874,87,Artist,7,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
447,Male,89,115996,24,Engineer,15,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
448,Female,58,67097,91,Engineer,6,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
449,Female,12,108027,64,Artist,13,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
450,Male,7,176349,80,Healthcare,8,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
451,Male,11,88452,40,Healthcare,8,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
452,Male,74,128266,55,Engineer,7,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
453,Female,64,156777,20,Healthcare,7,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
454,Female,48,123234,50,Lawyer,10,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
455,Female,8,60790,38,Artist,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
456,Female,15,181332,99,Artist,14,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
457,Male,1,187297,7,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
458,Female,21,153885,86,Artist,6,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
459,Male,84,53500,44,Marketing,3,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
460,Female,5,69443,28,Doctor,4,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
461,Female,47,124072,56,Lawyer,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
462,Female,96,135800,29,Healthcare,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
463,Male,93,120597,96,Artist,2,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
464,Female,16,91358,11,Entertainment,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
465,Male,56,53231,41,Marketing,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
466,Female,76,156330,31,Engineer,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
467,Male,0,186002,80,Doctor,15,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
468,Female,70,111760,53,Executive,12,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
469,Female,47,143906,12,Artist,4,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
470,Male,13,182410,22,Healthcare,11,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
471,Male,86,98463,46,Homemaker,10,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
472,Male,91,93762,28,Artist,15,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
473,Male,97,104582,50,Healthcare,8,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
474,Male,20,130813,92,Artist,17,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
475,Female,11,59202,92,Healthcare,5,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
476,Female,28,79968,45,Lawyer,9,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
477,Male,32,104824,42,Artist,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
478,Male,82,188719,30,Lawyer,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
479,Male,39,187536,66,Healthcare,3,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
480,Male,7,134008,85,Entertainment,2,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
481,Female,13,176397,71,Artist,6,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
482,Female,34,154888,43,Healthcare,9,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
483,Male,76,155622,81,Healthcare,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
484,Female,30,62330,60,Healthcare,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
485,Female,69,112838,34,Healthcare,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
486,Male,22,58283,59,Homemaker,2,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
487,Female,60,77857,81,Artist,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
488,Male,66,125024,25,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
489,Female,57,136242,34,Artist,9,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
490,Female,60,81934,81,Healthcare,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
491,Female,59,130511,97,Artist,3,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
492,Female,54,144502,88,Lawyer,3,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
493,Male,90,63769,6,Artist,4,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
494,Female,14,66760,20,Artist,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
495,Female,34,135115,54,Entertainment,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
496,Female,85,179877,17,Healthcare,12,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
497,Female,83,93351,65,Doctor,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
498,Male,12,84547,96,Homemaker,3,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
499,Male,95,121725,3,,12,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
500,Male,41,65723,91,Artist,6,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
501,Female,38,96794,96,Healthcare,6,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
502,Male,68,72352,61,Healthcare,8,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
503,Female,4,53097,21,Healthcare,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
504,Female,5,144831,17,Artist,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
505,Female,3,183851,10,Doctor,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
506,Female,20,111896,90,Executive,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
507,Female,3,64824,30,Executive,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
508,Male,36,88565,16,Healthcare,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
509,Female,70,104974,63,Artist,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
510,Female,17,167060,47,Artist,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
511,Female,31,69018,17,Artist,6,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
512,Female,48,174109,96,Entertainment,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
513,Male,28,62186,29,Marketing,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
514,Male,97,183783,70,Healthcare,9,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
515,Male,81,83771,1,Artist,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
516,Female,37,148196,91,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
517,Male,85,131742,87,Entertainment,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
518,Female,78,59971,94,Homemaker,14,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
519,Female,13,88960,2,Entertainment,13,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
520,Female,53,140107,38,Healthcare,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
521,Female,41,161896,49,Entertainment,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
522,Female,9,57272,60,Engineer,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
523,Male,20,119952,2,Healthcare,8,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
524,Female,98,167197,63,Doctor,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
525,Female,44,186116,2,Healthcare,8,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
526,Female,66,134677,59,Healthcare,15,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
527,Female,58,180479,74,Healthcare,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
528,Male,97,112783,21,Artist,9,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
529,Male,13,150258,17,Doctor,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
530,Male,48,115832,92,Artist,2,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
531,Female,47,104834,44,Artist,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
532,Male,93,152571,66,Doctor,14,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
533,Female,11,162287,45,Engineer,3,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
534,Female,68,171761,59,Doctor,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
535,Female,87,77709,73,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
536,Female,22,95053,17,Entertainment,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
537,Male,89,74820,33,Doctor,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
538,Male,57,152267,92,Engineer,9,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
539,Male,91,71925,14,Artist,4,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
540,Female,84,151340,95,Artist,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
541,Male,56,162921,51,Executive,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
542,Female,26,52234,30,Executive,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
543,Female,56,100271,87,Artist,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
544,Female,6,170266,23,Artist,3,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
545,Female,33,88763,1,Entertainment,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
546,Female,89,107359,26,,10,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
547,Male,99,164781,83,Engineer,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
548,Female,25,156016,85,Artist,2,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
549,Female,96,186882,40,Entertainment,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
550,Female,35,99300,88,Homemaker,5,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
551,Male,16,58127,65,Marketing,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
552,Female,81,89211,12,Doctor,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
553,Female,7,148607,59,Homemaker,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
554,Female,31,139592,62,Marketing,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
555,Female,16,172051,62,Healthcare,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
556,Male,89,57033,99,Artist,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
557,Male,84,117612,63,Engineer,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
558,Male,40,185321,96,Artist,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
559,Female,17,186577,5,Healthcare,8,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
560,Male,0,151298,89,Artist,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
561,Female,69,123925,52,Artist,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
562,Female,17,169496,12,Lawyer,11,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
563,Female,0,142892,25,Entertainment,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
564,Female,34,58979,3,Entertainment,9,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
565,Female,51,141416,100,Healthcare,15,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
566,Male,54,104854,67,Healthcare,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
567,Female,19,180331,14,Artist,17,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
568,Female,99,172896,13,Engineer,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
569,Female,2,101451,82,Healthcare,4,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
570,Female,91,189974,37,Engineer,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
571,Male,65,90084,65,Artist,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
572,Female,47,112247,24,Executive,4,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
573,Female,91,181775,61,Artist,4,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
574,Female,64,59088,31,Artist,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
575,Female,91,60856,23,Artist,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
576,Male,32,149900,34,Artist,6,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
577,Male,15,142776,98,Engineer,8,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
